"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","28/2394","69/8545",0.405797101449275,1.44842783286719,2.33314355489615,0.0161675812652576,0.0531220527287037,0.0350094992811594,"MAOB/SIRT1/PPP3CB/ATF2/CREB1/PPP3CC/GRIA3/FOSB/PPP3CA/CAMK2D/CREB5/CAMK2G/CACNA1C/GRIA4/PRKCA/FOS/ADCY5/JUN/CREB3L2/GRIN2A/DRD1/PPP3R2/MAOA/ARC/CALM1/GRIN3A/PPP1CB/GRIN2B",28,28,69
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","35/2394","91/8545",0.384615384615385,1.3728230833494,2.23055120602398,0.0194228205109838,0.0631894617816974,0.0416443134854207,"GNB5/PDE8A/GABRP/GRK3/GABRE/GABRA4/PDE8B/GNAI2/PDE1A/KCNJ5/PDE1B/GNG11/GNAI1/PDE11A/ADCY4/ARRB1/ADCY3/GABRR1/GABRA2/PDE3B/PRKCA/PDE1C/GABRG1/PDE7B/GNG12/PDE3A/ADCY5/ADCY6/GNG7/PDE4B/DRD1/GNG2/PDE2A/GRK5/GABBR1",35,35,91
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","27/2394","67/8545",0.402985074626866,1.43839075300191,2.24735618540071,0.0198324994384966,0.0631894617816974,0.0416443134854207,"RPS6KA2/RAPGEF3/MAPK1/EP300/PPP3CB/RAP1A/PPP3CC/ITPR2/RAP1B/RAF1/PPP1R1A/PPP3CA/CAMK2D/CAMK2G/ITPR1/CACNA1C/PRKCA/GNAQ/BRAF/MAP2K1/RPS6KA3/PLCB1/GRIN2A/PPP3R2/CALM1/PPP1CB/GRIN2B",27,27,67
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","28/2394","70/8545",0.4,1.42773600668338,2.2416861392507,0.0199113373788571,0.0631894617816974,0.0416443134854207,"HGF/TFE3/PAK3/MAPK1/EP300/SOS2/PAK5/MET/RAPGEF1/GAB1/SOS1/EPAS1/RAP1A/AKT3/PIK3CA/CDKN1A/RAP1B/RAF1/ETS1/ARNT/PIK3R1/FLCN/BRAF/TGFA/CRK/MAP2K1/JUN/PTPN11",28,28,70
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","45/2394","122/8545",0.368852459016393,1.31655984222852,2.19696007771463,0.0199642067658116,0.0631894617816974,0.0416443134854207,"FYN/GAB2/NSMAF/PPP2R5A/TNFRSF1A/ROCK1/PPP2R5B/PPP2R3A/PLD1/PPP2R5C/PPP2R3C/MAPK1/PPP2CB/MAPK8/MAPK10/MAPK14/GNAI2/AKT3/PIK3CA/SGPP1/GNAI1/PLD2/RAF1/ROCK2/PPP2R1B/PIK3R1/GNA12/PRKCA/GNAQ/PPP2R2B/SGMS2/NOS3/BDKRB2/MAP2K1/S1PR1/PRKCE/PTEN/SPTLC3/ACER2/FCER1A/PLCB1/MAPK11/MAP3K5/SGMS1/S1PR2",45,45,122
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","43/2394","116/8545",0.370689655172414,1.32311741998675,2.18585409462751,0.0206460393887042,0.0647534871736631,0.0426750670618192,"GNB5/PLD1/SLC1A3/MAPK1/GRK3/HOMER2/SLC17A7/GRIK5/PPP3CB/GNAI2/PLA2G4A/PPP3CC/ITPR2/GRIA3/GNG11/GNAI1/PLD2/ADCY4/SLC38A2/ADCY3/PPP3CA/TRPC1/ITPR1/CACNA1C/GRIA4/PRKCA/GNAQ/SLC1A7/JMJD7-PLA2G4B/GRIK1/GNG12/ADCY5/ADCY6/GNG7/PLCB1/GRIN2A/GNG2/PPP3R2/GRM7/GRIN3A/PLA2G4B/SHANK3/GRIN2B",43,43,116
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","74/2394","215/8545",0.344186046511628,1.22851702900663,2.11706955973733,0.0221835464452894,0.0689488605731969,0.0454399813388574,"MGST1/ADRB1/RPS6KA2/FGF20/JAK2/GSTT2/MAPK1/SOS2/JAG1/KLF5/FGF9/KPNA3/AHR/FGF8/CCND3/BCL6/GNAI2/SOS1/ATF2/AKT3/CREB1/TNFSF11/EPHX2/PIK3CA/WNT1/STAT5A/GNAI1/DLL4/ADCY4/RAF1/GSTM5/NOTCH2/UGT2B28/KLF4/MYC/ARRB1/ADCY3/FGF2/EGF/RB1/ESR2/FGF7/CYP1A1/CYP1A2/RXRG/MGST3/ARNT/EPHX1/PIK3R1/CREB5/EGFR/CACNA1C/PRKCA/FGF17/CYP3A4/CHRFAM7A/MAP2K1/ADRB2/FOS/ADCY5/STAT5B/ADCY6/CHRNA7/RPS6KA3/JUN/CREB3L2/RXRA/PPARA/ADRB3/FGF16/KPNA5/DLL1/GSTM2/GSTA1",74,74,215
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","81/2394","238/8545",0.340336134453782,1.21477538383775,2.09638337294648,0.022986926468574,0.0702702580166977,0.0463108336586017,"RPS20/MASP2/C6/TAB2/TNFRSF1A/RPL31/MAVS/RPL6/NRP1/MAPK1/RPL3/NFKBIA/C5/MAPK8/CSF3/CCL2/MAPK10/IL2/RPL34/RPS13/VWF/MAPK14/RPS12/C7/HBEGF/RPL22/RPS25/IFNA8/PIK3CA/RPL21/RPL5/F13A1/IL1B/C3/MASP1/RPS4Y1/ACE2/MAS1/RPL27/IL6/TLR4/RPS6/CASP1/RSL24D1/IFNAR1/RPL11/RPS27A/RPL32/RPS3A/PIK3R1/EGFR/RPL10/PRKCA/C1R/ACE/IL6R/RPL26/JAK1/NLRP3/RPL9/TLR3/RPS14/RPL13/FOS/RPS7/SELP/RPL4/RPL15/TRAF6/RPLP2/JUN/C1S/RPL35A/TMPRSS2/MAPK11/RPS23/RPL37A/CFD/PLCG2/RPS4X/RPL10A",81,81,238
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","68/2394","196/8545",0.346938775510204,1.2383424547764,2.10587235070411,0.0230160555243097,0.0702702580166977,0.0463108336586017,"FAS/IFNGR1/TNFRSF1A/GNB5/NFATC3/PTGS2/PIK3C3/CXCL2/TCF7/ANGPT2/JAK2/MAPK1/EP300/NFKBIA/NFATC2/CDK6/MAPK8/PPP3CB/MAP2K6/MAPK10/CLEC2B/MAPK14/AKT3/CREB1/IFNA8/PPP3CC/PIK3CA/ITPR2/CDKN1A/C3/ATG14/GNG11/ZFP36/NFATC1/RAF1/IL6/MYC/FGF2/PPP3CA/RB1/MAP1LC3B/IFNAR1/RPS27A/PIK3R1/TCF7L2/UBC/ITPR1/TCF7L1/RCAN1/JAK1/CD200R1/CXCL3/TLR3/CTNNB1/MAP2K1/FOS/GNG12/GNG7/JUN/MAPK11/GNG2/PPP3R2/MAP1LC3C/PLCG2/CALM1/MICA/HLA-E/MAP1LC3B2",68,68,196
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","15/2394","33/8545",0.454545454545455,1.62242728032202,2.23485633815766,0.0240718606178896,0.0719972319896457,0.0474489766888283,"CS/BCKDHB/DLD/ACO2/OGDH/DLST/ACO1/PDHA1/DBT/IDH1/DLAT/GPT2/IDH3A/GPT/AGXT",15,15,33
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","30/2394","77/8545",0.38961038961039,1.39065195456173,2.14815081640339,0.0241231535736367,0.0719972319896457,0.0474489766888283,"GAB2/MECOM/ABL1/GADD45B/MAPK1/SOS2/NFKBIA/CDK6/CBL/SOS1/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/STAT5A/RAF1/DDB2/MYC/RB1/SMAD4/PIK3R1/SHC3/BRAF/TGFBR2/SMAD3/CRK/MAP2K1/STAT5B/PTPN11",30,30,77
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","25/2394","62/8545",0.403225806451613,1.43925000673727,2.16547272228668,0.0242077649588374,0.0719972319896457,0.0474489766888283,"SPEN/TLE2/MFNG/EP300/JAG1/TLE4/DTX4/KAT2B/DLL4/NUMB/NOTCH2/DTX1/HEY2/APH1B/NOTCH1/HEY1/RBPJ/MAML2/JAG2/TLE1/MAML3/DLL1/NOTCH4/ATXN1L/PSEN2",25,25,62
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","37/2394","99/8545",0.373737373737374,1.33399576382033,2.08522463304005,0.0265472322910598,0.0782803003454328,0.0515897631567155,"IGF1/PRKCH/MAP2K3/HTR2A/MAPK8/MAP2K6/MAPK10/MAPK14/IL1R1/PLA2G4A/PIK3CA/ITPR2/IL1B/ADCY4/NGF/ADCY3/CAMK2D/PIK3R1/CAMK2G/ITPR1/PRKCA/GNAQ/BDKRB2/JMJD7-PLA2G4B/PRKCE/PTGER4/ADCY5/ADCY6/PLCB1/PLA2G6/MAPK11/IL1RAP/HRH1/PLCG2/CALM1/PPP1CB/PLA2G4B",37,37,99
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","30/2394","78/8545",0.384615384615385,1.3728230833494,2.06350319045413,0.0289654073939337,0.0846869961941283,0.0558120249517368,"MAPK1/NOD1/C5/MAPK8/MAPK10/MAPK14/GNAI2/SFTPA1/C4BPA/CXCL6/IL1B/C3/GNAI1/IL6/IL10/TLR4/CASP1/SERPING1/ITGB1/LY96/C1R/NLRP3/CFL2/FOS/CD14/TRAF6/JUN/C1S/MAPK11/CALM1",30,30,78
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","10/2394","20/8545",0.5,1.78467000835422,2.19166759649522,0.0304275410468786,0.088069051000775,0.0580409306366664,"BCKDHB/DLD/OGDH/DLST/LIAS/PDHA1/DBT/LIPT1/DLAT/ACSM1",10,10,20
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","14/2394","31/8545",0.451612903225806,1.61196000754575,2.12939825911489,0.0306327133915739,0.088069051000775,0.0580409306366664,"MDH1/CS/ACAT1/DLD/ACO2/CAT/ACO1/ACSS2/MMUT/GLYCTK/AGXT/PCCA/SHMT1/HOGA1",14,14,31
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","59/2394","170/8545",0.347058823529412,1.23877094697528,1.96170348698821,0.0322312465251351,0.0918990086873688,0.0605650217436206,"CFTR/CLDN11/NEDD4L/YBX3/CLDN18/ROCK1/NEDD4/ACTN1/PALS1/DLG1/EPB41L4B/MYL9/TJP1/PPP2CB/CLDN15/PRKAG2/MPDZ/MAPK8/MAPK10/RAPGEF2/MYL2/POPDC1/AMOTL2/RAP1A/TJP2/AMOT/CGNL1/AFDN/PRKAB2/PRKAA1/MYH10/MYH11/ROCK2/CLDN10/RDX/PPP2R1B/ARHGAP17/MSN/PARD3/ITGB1/DLG2/MAGI1/JAM2/WHAMM/CLDN8/PPP2R2B/CD1C/CLDN19/CLDN2/AMOTL1/JAM3/RAB8B/TUBA1A/PRKCE/SYNPO/JUN/PARD6G/CLDN5/MAP3K5",59,59,170
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","33/2394","88/8545",0.375,1.33850250626566,1.99120002331447,0.0331353661237848,0.0937024697762768,0.0617535727587362,"CFH/TFPI/MASP2/C6/CD59/SERPIND1/PROCR/C5/VWF/C7/F3/CLU/C4BPA/F13A1/C3/F10/MASP1/SERPING1/VSIG4/C1R/KLKB1/SERPINF2/BDKRB2/A2M/THBD/C1S/PROS1/F8/CD55/CFD/CR1/CFI/CFHR1",33,33,88
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","76/2394","226/8545",0.336283185840708,1.20030903216744,1.90387757873532,0.0353630644587626,0.0991890832379926,0.0653694644680592,"CX3CL1/FAS/PTGER3/TNFRSF1A/ROCK1/GNB5/NFATC3/PTGS2/PXN/MAPK1/SOS2/NFKBIA/NFATC2/CDK6/CXCL12/PPP3CB/CCL2/MAP2K6/MAPK14/GNAI2/IL1R1/SOS1/ATF2/AKT3/CREB1/IFNA8/PPP3CC/PIK3CA/ITPR2/CDKN1A/IL1B/GNG11/GNAI1/ADCY4/NFATC1/RAF1/ROCK2/PDGFRA/IL6/MYC/RIPK1/ADCY3/PPP3CA/RB1/PIK3R1/GNA12/CREB5/EGFR/ITPR1/PRKCA/GNAQ/IL6R/JAK1/TSC1/CRK/CTNNB1/MAP2K1/AKAP13/PTGER4/GNG12/ADCY5/ADCY6/GNG7/CXCR2/CREB3L2/PLCB1/MAPK11/SP1/GNG2/PPP3R2/ARHGEF12/CALM1/HLA-E/ITGB3/CCL4/CCL3",76,76,226
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","26/2394","68/8545",0.382352941176471,1.36474765344734,1.88384731602581,0.0431069013567657,0.119934523936163,0.0790415169190271,"MPO/RUNX1T1/TCF7/MAPK1/SOS2/ZBTB16/SOS1/AKT3/PIK3CA/STAT5A/RAF1/PER2/MYC/PIM1/DUSP6/PML/PIK3R1/TCF7L2/TCF7L1/KIT/BRAF/MAP2K1/CD14/STAT5B/CSF1R/CEBPA",26,26,68
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","25/2394","65/8545",0.384615384615385,1.3728230833494,1.88226763795021,0.0435674400688256,0.120246134589959,0.0792468804620323,"AGPAT4/DGKG/DGAT2/PLPP1/ALDH3A2/MGLL/AKR1B1/ALDH2/GPAM/MOGAT1/LPIN3/LPIN1/DGKB/GPAT3/ALDH9A1/DGKI/PLPP3/ALDH7A1/LIPC/GLYCTK/AGPAT2/LPL/PNPLA2/DGAT1/AKR1B15",25,25,65
"hsa00565","Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","20/2394","50/8545",0.4,1.42773600668338,1.89233904568483,0.0447200759584981,0.122447827029221,0.0806978814288687,"PAFAH1B1/PLPP1/PLD1/LPCAT2/CHPT1/PLA2G4A/PLA2G5/GAL3ST1/PLD2/CEPT1/ENPP2/PLPP3/PLB1/ENPP6/JMJD7-PLA2G4B/LPCAT4/PLAAT3/PLA2G6/PLA2G2A/PLA2G4B",20,20,50
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","33/2394","90/8545",0.366666666666667,1.30875800612643,1.83697186971685,0.0453768312800076,0.123267770012619,0.0812382557520235,"IFNGR1/MAP2K3/CSNK2A2/NFATC3/JAK2/MAPK1/NFKBIA/NFATC2/PPP3CB/MAP2K6/MAPK14/AKT3/PPP3CC/PIK3CA/NFATC1/RAF1/TLR4/EGF/PPP3CA/PIK3R1/EGFR/JAK1/MAP2K1/FOS/ALK/PTEN/TRAF6/JUN/PTPN11/MAPK11/PPP3R2/MAP3K3/TLR9",33,33,90
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","37/2394","103/8545",0.359223300970874,1.28219010308944,1.79745301154132,0.0482058593438123,0.129929855262619,0.0856288290975613,"CFLAR/FAS/IFNGR1/TNFRSF1A/MAPK1/NFKBIA/PPP2CB/MAPK8/CCL2/MAPK10/IL2/MAPK14/GNAI2/AKT3/PIK3CA/IL1B/C3/GNAI1/IL6/IL10/TLR4/PPP2R1B/GNAL/PIK3R1/GNAQ/PPP2R2B/ACE/TGFBR2/BDKRB2/FOS/TRAF6/SMAD2/JUN/PLCB1/MAPK11/TLR9/CCL3",37,37,103
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","12/2394","27/8545",0.444444444444444,1.58637334075931,1.90373770103918,0.0497818617685016,0.133137537287853,0.0877428163361595,"SCD/SCP2/ACOT2/ELOVL3/HSD17B4/BAAT/HSD17B12/ACOX1/ELOVL7/HACD1/ACOT1/HACD2",12,12,27
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","26/2394","69/8545",0.376811594202899,1.34496870194811,1.79485180133653,0.051289819974003,0.13611529146947,0.0897052721812523,"FYN/GAB2/MAP2K3/MAPK1/SOS2/MAPK8/MAP2K6/MAPK10/MAPK14/IL4/IL5/SOS1/PLA2G4A/AKT3/PIK3CA/RAF1/PIK3R1/PRKCA/INPP5D/JMJD7-PLA2G4B/MAP2K1/IL13/FCER1A/MAPK11/PLCG2/PLA2G4B",26,26,69
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","18/2394","45/8545",0.4,1.42773600668338,1.79470236026386,0.0551156418723447,0.145151881266862,0.0956607363955521,"CFTR/ABCB5/ABCC9/ABCB11/ABCB1/ABCC6/ABCG2/ABCD4/ABCB7/ABCA8/ABCG8/ABCA9/ABCA6/ABCA10/ABCA5/DEFB1/ABCA1/ABCD2",18,18,45
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","66/2394","198/8545",0.333333333333333,1.18978000556948,1.68553460315644,0.0559309157550605,0.146183075268908,0.096340333357999,"MPO/ETV1/PROM1/IGF1/NGFR/TFE3/HOXA9/RUNX1T1/MEF2C/CCNT2/GADD45B/CD40/FLT1/MET/DDX5/KLF3/ZBTB16/BIRC2/BCL6/GADD45A/KMT2A/CCND2/NR4A3/POLK/CDKN2C/ATF1/CDKN1A/GRIA3/CCNT1/PPARG/PER2/DDB2/LMO2/PAX3/IL6/MYC/BMP2K/DUSP6/PML/NCOR1/RXRG/MEIS1/NFKBIZ/IGFBP3/ZEB1/ATM/FOXO1/FLI1/TSPAN7/ERG/TGFBR2/CD14/JMJD1C/AFF1/MAF/CSF1R/TMPRSS2/SP1/RXRA/MITF/SUPT3H/PDGFA/ELANE/ETV5/CEBPA/HOXA10",66,66,198
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","82/2394","251/8545",0.326693227091633,1.16607920864578,1.66605732897789,0.0569232560750683,0.147658070269914,0.0973124124433301,"CYTH3/PIK3C2A/MAP2K3/TAB2/TNFRSF1A/PAK3/PIK3C3/TCF7/MAPK1/NFKBIA/TUBB1/MYL9/KPNA3/DCTN6/NOD1/MYL7/MAPK8/MAP2K6/MAPK10/BIRC2/MYL2/MAPK14/ACTR1B/PLEKHM2/AKT3/PIK3CA/RAB9B/RAB9A/AHNAK/IL1B/KLC1/RRAS/RHOJ/PODXL/SNX9/ACTR10/RAF1/WASF3/PIK3C2B/ROCK2/DYNC1LI2/GCC2/IL6/TLR4/MYC/TUBB2A/RIPK1/TUBB2B/CASP1/PIK3C2G/TCF7L2/TCF7L1/LY96/ELMO1/DYNC1I1/VPS11/NLRP3/FYCO1/VPS39/TUBA1A/RILP/CTNNB1/MAP2K1/FOS/CD14/SNX33/TRAF6/TUBB6/JUN/SNX18/EXOC7/ANXA2/MAPK11/DYNC2H1/FLNA/CASP4/DYNC1H1/S100A10/PLEKHM1/TLR9/CYFIP1/RAB7B",82,82,251
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","27/2394","73/8545",0.36986301369863,1.3201668554949,1.71381782888216,0.0594286593879025,0.153006623050943,0.100837316793299,"MGST1/FMO1/MAOB/FMO4/FMO2/GSTT2/CYP3A5/ALDH3A1/GSTM5/UGT2B28/CYP2C9/AOX1/CYP1A2/MGST3/CYP3A4/HPGDS/CYP2C19/ADH6/ADH1A/MAOA/ADH1B/GSTK1/ADH5/ADH4/GSTM2/GSTA1/ADH1C",27,27,73
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","25/2394","67/8545",0.373134328358209,1.33184328981658,1.70115374205844,0.061622804369254,0.15670358166783,0.10327375633944,"ALDH3A2/PGM1/DLD/GCK/ALDH3A1/ALDOC/ALDH2/LDHB/PCK1/ACSS2/G6PC1/PDHA1/ALDOB/ALDH9A1/DLAT/G6PC2/ALDH7A1/LDHAL6A/LDHAL6B/ADH6/ADH1A/ADH1B/ADH5/ADH4/ADH1C",25,25,67
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","55/2394","163/8545",0.337423312883436,1.20437853324518,1.64352033295432,0.0617730061067389,0.15670358166783,0.10327375633944,"CASP10/FAS/MAP2K3/TAB2/NFATC3/MAVS/JAK2/MAPK1/EP300/SOS2/NFKBIA/NFATC2/MAPK8/MAP2K6/MAPK10/MAPK14/SOS1/ATF2/AKT3/CREB1/IFNA8/PIK3CA/EGR2/CDKN1A/STAT5A/NFATC1/RAF1/DDB2/IL6/TLR4/MYC/STAT4/RB1/SMAD4/IFNAR1/HSPG2/PIK3R1/CREB5/PRKCA/BRAF/JAK1/TGFBR2/TLR3/STAT6/SMAD3/MAP2K1/FOS/STAT5B/TRAF6/JUN/EGR3/CREB3L2/MAPK11/CASP12/DDX3X",55,55,163
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","64/2394","193/8545",0.33160621761658,1.18361534232819,1.60957866829719,0.0648712377982704,0.163361876207323,0.107661831459288,"FGR/CX3CL1/ROCK1/RASGRP2/GNB5/CXCL2/PXN/JAK2/MAPK1/GRK3/SOS2/NFKBIA/CCL24/CXCL12/CCL2/CCL8/PF4V1/GNAI2/SOS1/RAP1A/AKT3/FOXO3/PIK3CA/CXCL6/RAP1B/GNG11/GNAI1/ADCY4/RAF1/ROCK2/CCL21/ARRB1/ADCY3/PIK3R1/SHC3/PARD3/CCL28/ELMO1/GNAQ/BRAF/CXCL3/PPBP/PF4/CRK/CX3CR1/MAP2K1/GNG12/ADCY5/STAT5B/ADCY6/GNG7/CXCR2/CCL13/PLCB1/CCR10/GNG2/PLCG2/GRK5/CCL23/CCL16/CCL4/CCL18/CCL14/CCL3",64,64,193
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","20/2394","52/8545",0.384615384615385,1.3728230833494,1.68226237995423,0.0663483560115663,0.165500957533214,0.109071569266741,"IGF1/SCARB1/PTGS2/HSD17B2/PLA2G4A/ACOT2/ADCY4/LDLR/ADCY3/LHCGR/CYP11A1/CYP1A1/BMP6/JMJD7-PLA2G4B/ADCY5/ADCY6/ACOT1/AKR1C3/PLA2G4B/AKR1C8",20,20,52
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","48/2394","141/8545",0.340425531914894,1.21509447377309,1.60662905407149,0.0671797785036989,0.165500957533214,0.109071569266741,"SELE/MGST1/TNFRSF1A/MEF2A/EDN1/MEF2C/GSTT2/CAV2/CAV1/MAPK8/BMPR1A/CCL2/MAP2K6/MAPK10/MAPK14/ACVR1/IL1R1/NFE2L2/AKT3/DUSP1/PIK3CA/ACVR2A/IL1B/KLF2/KDR/ASS1/PRKAA1/GSTM5/MAP2K5/MGST3/PIK3R1/NOS3/CTNNB1/SDC2/FOS/JUN/THBD/CDH5/CAV3/MAPK11/MAP3K5/PDGFA/CALM1/BMPR2/GSTM2/GSTA1/ITGB3/PECAM1",48,48,141
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","28/2394","77/8545",0.363636363636364,1.29794182425761,1.63834831887056,0.0679294908434216,0.165500957533214,0.109071569266741,"PLD1/GADD45B/MAPK1/CDK6/MAPK8/MAPK10/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/PLD2/ARHGEF6/RAF1/DDB2/EGF/RB1/SMAD4/PIK3R1/EGFR/BRAF/RALGDS/JAK1/TGFA/TGFBR2/SMAD3/MAP2K1/SMAD2",28,28,77
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","15/2394","37/8545",0.405405405405405,1.44702973650342,1.69997824726143,0.0681192346948302,0.165500957533214,0.109071569266741,"CPS1/FOLH1/ASPA/ALDH5A1/ASS1/GFPT2/GLUD1/ALDH4A1/GPT2/RIMKLB/GPT/AGXT/ADSS1/NAT8L/DDO",15,15,37
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","15/2394","37/8545",0.405405405405405,1.44702973650342,1.69997824726143,0.0681192346948302,0.165500957533214,0.109071569266741,"SELE/FAS/LAMA4/IL1B/IL6/IL10/PRKCA/GNAQ/NPPA/PLCB1/HBA2/HBA1/TLR9/HBB/HPR",15,15,37
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","47/2394","138/8545",0.340579710144928,1.21564478829925,1.59322757877874,0.0690265687297061,0.166532630851389,0.109751482117162,"SKAP2/MAP2K3/TAB2/PKN2/ROCK1/RPS6KA2/NFATC3/PXN/MAPK1/NFKBIA/NFATC2/ARHGEF7/PIP5K1B/MAPK8/CCL2/MAP2K6/MAPK10/IL2/MAPK14/AKT3/PIK3CA/WIPF3/IL1B/NFATC1/ROCK2/IL6/IL10/TLR4/CASP1/GIT2/PIK3R1/ITGB1/DOCK1/ELMO1/GNAQ/WASF2/NLRP3/CRK/MAP2K1/FOS/TRAF6/RPS6KA3/JUN/MAPK11/ARHGEF12/ARHGEF28/CD8B2",47,47,138
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","38/2394","109/8545",0.348623853211009,1.24435707004514,1.60173144581906,0.0696653922094546,0.166906668835152,0.109997987699139,"IFNGR1/RORA/NFATC3/IL4R/JAK2/MAPK1/NFKBIA/NFATC2/AHR/MAPK8/PPP3CB/MAPK10/IL2/MAPK14/IL4/IL1R1/PPP3CC/IL1B/STAT5A/NFATC1/IL6/PPP3CA/SMAD4/RXRG/IL6R/JAK1/IL23R/TGFBR2/STAT6/SMAD3/FOS/STAT5B/SMAD2/JUN/MAPK11/RXRA/PPP3R2/IL1RAP",38,38,109
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","25/2394","68/8545",0.367647058823529,1.31225735908398,1.61274564006097,0.0723878642602352,0.172233194274353,0.113508375173944,"CYP26B1/RETSAT/DHRS9/CYP26A1/CYP3A5/RPE65/LRAT/ALDH1A2/UGT2B28/RDH5/CYP2C9/AOX1/CYP1A1/CYP1A2/CYP3A4/DHRS3/ALDH1A1/ADH6/ALDH1A3/DGAT1/ADH1A/ADH1B/ADH5/ADH4/ADH1C",25,25,68
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","36/2394","103/8545",0.349514563106796,1.24753631651945,1.57672041904573,0.073399520521883,0.173444072466094,0.114306391007403,"VCL/LAMC3/LAMA3/LAMC2/ACTN1/CXCL2/COL4A4/LAMB4/LAMB1/CTSG/LAMA1/LAMA4/IL1R1/ARG1/PIK3CA/IL1B/COL4A2/LAMC1/IL6/IL10/TLR4/GNAL/PIK3R1/PRKCA/GNAQ/CD1C/CXCL3/COL4A3/CD14/LAMB2/PLCB1/COL4A1/LAMA2/LAMB3/COL4A6/RAB7B",36,36,103
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","21/2394","56/8545",0.375,1.33850250626566,1.58543143405276,0.0781405209872513,0.183310836613124,0.120808972413226,"HHATL/CDON/FBXW11/EVC/GLI2/GRK3/MEGF8/SMURF2/GLI1/PTCH2/CCND2/ARRB1/DHH/BOC/HHIP/KIF7/EVC2/CSNK1A1L/GAS1/MOSMO/PTCH1",21,21,56
