"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","48/2394","105/8545",0.457142857142857,1.63169829335243,4.06305741294257,7.55865315866693e-05,0.000932978079935661,0.000614868849019383,"ITGA3/IGF1/ADRB1/ITGA8/NOS1/ITGA6/SLC8A3/SNTA1/LAMA1/SGCG/ITGB8/SGCA/MYL2/SSPN/SGCE/ADCY4/ITGB4/DTNA/ITGA7/ADCY3/TPM1/ITGA10/ITGA9/ITGB1/CACNA1C/CACNA2D1/TTN/ACTC1/MYL3/SGCB/ITGA2/CACNG2/SNTB2/SGCD/SNTB1/ADCY5/ADCY6/DES/CACNB4/CAV3/SLC8A1/SGCZ/LAMA2/TPM2/PLN/DMD/ITGA1/ITGB3",48,48,105
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","58/2394","133/8545",0.43609022556391,1.55655429300067,4.03555764144879,7.57199601107203e-05,0.000932978079935661,0.000614868849019383,"IGF1/GABARAPL2/SIRT1/GADD45B/MAPK1/EP300/SOS2/SGK2/RBL2/HOMER2/PRKAG2/MAPK8/MAPK10/MAPK14/BCL6/SOS1/GADD45A/AKT3/SGK1/FOXO3/CCND2/CAT/PIK3CA/PCK1/CDKN1A/KLF2/G6PC1/PRKAB2/RAF1/PRKAA1/IL6/IL10/EGF/GABARAPL1/SMAD4/SETD7/PIK3R1/EGFR/FBXO25/CDKN2B/ATM/FOXO1/G6PC2/FBXO32/BRAF/TGFBR2/DEPP1/RAG1/SMAD3/MAP2K1/IRS1/S1PR1/PTEN/PLK3/SLC2A4/FOXO4/MAPK11/IRS2",58,58,133
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","42/2394","89/8545",0.471910112359551,1.68440764833432,4.04899462013502,8.57504840898933e-05,0.00102013506934528,0.000672308695586823,"ITGA3/LAMC3/LAMA3/LAMC2/ITGA8/COL4A4/LAMB4/LAMB1/ITGA6/LAMA1/ITGB8/VWF/LAMA4/TNN/SV2C/ITGB4/COL4A2/CD36/ITGA7/LAMC1/FRAS1/HSPG2/ITGA10/ITGA9/ITGB1/SV2A/ITGA2/FREM1/TNXB/COL4A3/GP9/LAMB2/SV2B/COL4A1/RELN/LAMA2/CD47/LAMB3/COL4A6/COL6A6/ITGA1/ITGB3",42,42,89
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","43/2394","93/8545",0.462365591397849,1.65034000772541,3.93388836351217,0.000127800091924984,0.00146970105713732,0.000968590170378829,"FYN/SNAI2/VCL/ROCK1/CSNK2A2/ACTN1/FGFR1/TCF7/SORBS1/MAPK1/EP300/MYL9/TJP1/RASIP1/MET/MYL7/SMURF2/NECTIN1/MYL2/RAP1A/RAP1B/PTPRB/AFDN/WASF3/ROCK2/ARHGAP29/SMAD4/EGFR/PARD3/TCF7L2/FER/TCF7L1/RADIL/WASF2/TGFBR2/SMAD3/CTNNB1/PTPRM/HEG1/NECTIN3/CDH5/CTNNA3/CTNND1",43,43,93
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","35/2394","73/8545",0.47945205479452,1.71132740527117,3.80765706506941,0.000221464205968123,0.00239082659524567,0.00157564773325115,"IGF1/HGF/FGFR1/FGF20/GADD45B/MAPK1/FGF9/CDK6/MET/FGF8/FGF1/PDGFRB/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/RAF1/DDB2/PDGFRA/FGF2/EGF/RB1/FGF7/PDGFC/PIK3R1/EGFR/BRAF/FGF17/MAP2K1/PDGFD/PTEN/MITF/FGF16/PDGFA",35,35,73
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","62/2394","149/8545",0.416107382550336,1.48522873178472,3.72754810969598,0.000221757829124236,0.00239082659524567,0.00157564773325115,"CYTH3/FYN/AGPAT4/GAB2/DGKG/PLPP1/PLD1/RAPGEF3/RAPGEF4/MAPK1/SOS2/AVP/DNM1/PIP5K1B/GAB1/PDGFRB/SOS1/PLA2G4A/AKT3/PIK3CA/PTGFR/RRAS/AVPR2/PLD2/ADCY4/RAF1/RRAS2/PDGFRA/DGKB/ADCY3/EGF/LPAR6/PDGFC/PIK3R1/GNA12/EGFR/LPAR4/SHC3/PRKCA/KIT/DGKI/MRAS/RALGDS/PLPP3/TSC1/AVPR1A/JMJD7-PLA2G4B/MAP2K1/AGPAT2/PDGFD/ADCY5/ADCY6/PTPN11/FCER1A/CXCR2/PLCB1/GRM7/PDGFA/PLCG2/DNM3/LPAR1/PLA2G4B",62,62,149
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","50/2394","115/8545",0.434782608695652,1.55188696378628,3.71710730018535,0.000252371231826528,0.00263842651455006,0.00173882571210622,"MEF2A/LRP6/PLD1/FGFR1/MEF2C/PTHLH/MAPK1/HBEGF/GNAI2/ATF2/CREB1/SGK1/TNFSF11/EGR1/ITPR2/CDKN1A/MMP24/GNAI1/PLD2/ADCY4/JUND/RAF1/KL/ARRB1/ADCY3/RXRG/GNA12/CREB5/EGFR/ITPR1/NR4A2/PRKCA/GNAQ/BRAF/SLC34A2/PTH1R/LRP5/WNK2/MAP2K1/FOS/AKAP13/OXSR1/ADCY5/ADCY6/CREB3L2/PLCB1/PDE4B/SP1/RXRA/NACA",50,50,115
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","64/2394","157/8545",0.407643312101911,1.45501758642892,3.58978655906045,0.000351411938239988,0.00356579760861165,0.00234999933931385,"CX3CL1/STAB1/NR1H3/ATP11B/ATP11A/NFATC3/PTGS2/SCARF1/TYRO3/SIRT1/JAK2/MAPK1/NFATC2/ATP11C/LIPA/MAPK14/CREB1/SGK1/ARG1/LRP1/ATP8A1/NFATC1/PPARG/ANO3/CD36/STAB2/IL10/CASP1/CH25H/MFGE8/ARNT/GULP1/CAMK2D/CAMK2G/DOCK1/ANO4/MERTK/ELMO1/DUSP2/VPS11/DUSP7/ABCA1/VPS39/CRK/AXL/CX3CR1/MAP2K1/P2RY12/S1PR1/XKR6/PTGER4/ANO6/PTPN11/GAS6/PLA2G6/PROS1/MAPK11/RXRA/CD47/SIRPA/XKR4/ITGB3/PECAM1/RAB7B",64,64,157
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","37/2394","80/8545",0.4625,1.65081975772765,3.64848084515329,0.000366565857726811,0.00361329202616428,0.00238130000808996,"IGF1/HGF/JAK2/MAPK1/SOS2/MET/GAB1/PDGFRB/SOS1/AKT3/FOXO3/PIK3CA/KDR/RAF1/PDGFRA/IL6/RPS6/FGF2/EGF/PDGFC/PIK3R1/EGFR/SHC3/PRKCA/NRG1/BRAF/NRG2/IL6R/JAK1/TGFA/AXL/MAP2K1/PDGFD/PTEN/GAS6/PDGFA/PLCG2",37,37,80
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","18/2394","31/8545",0.580645161290323,2.07252000970167,3.7319795629846,0.000426286785946392,0.00408524836531959,0.0026923375954509,"ALDH3A2/HADHA/MLYCD/ALDH3A1/ALDH2/EHHADH/ALDH6A1/ACADS/ECHS1/AOC3/AOC2/ALDH9A1/GADL1/DPYS/ACOX1/ALDH7A1/DPYD/HIBCH",18,18,31
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","61/2394","150/8545",0.406666666666667,1.45153160679476,3.48051303491575,0.000515253461222308,0.00480439038166747,0.00316628016000053,"HGF/WNT8A/LRP6/RARB/FGF20/CDH17/TCF7/ABCB1/WNT11/GADD45B/MAPK1/SOS2/FGF9/MET/FGF8/GAB1/WNT5B/FGF1/SOS1/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/WNT1/RAF1/WNT2B/DDB2/APC/MYC/FGF2/EGF/RB1/FGF7/SMAD4/RXRG/PIK3R1/EGFR/CDKN2B/SHC3/TCF7L2/TCF7L1/FZD7/FZD1/BRAF/FGF17/WNT9B/LRP5/FZD5/TGFBR2/SMAD3/CTNNB1/AXIN2/MAP2K1/WNT10B/FZD4/SMAD2/CSNK1A1L/CTNNA3/RXRA/FGF16",61,61,150
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","69/2394","174/8545",0.396551724137931,1.41542793766024,3.45383417276126,0.000538785643045563,0.00489160649607155,0.00322375897223938,"WNT8A/TLE2/LRP6/CSNK2A2/NFATC3/FBXW11/TCF7/WNT11/SIRT1/EP300/DAAM1/NFATC2/SFRP1/DKK4/SFRP4/TLE4/MAPK8/PPP3CB/MAPK10/WNT5B/CCND3/CCND2/INVS/PPP3CC/WNT1/NFATC1/SERPINF1/LGR6/WNT2B/ROCK2/APC/MYC/PPP3CA/SMAD4/CAMK2D/DAAM2/RSPO3/CER1/CAMK2G/TCF7L2/TCF7L1/PRKCA/APCDD1/DKK2/FZD7/WIF1/FZD1/WNT9B/LRP5/FZD5/PRICKLE2/RYK/SOX17/SMAD3/CTNNB1/AXIN2/RSPO1/WNT10B/MCC/FZD4/JUN/CSNK1A1L/PLCB1/ZNRF3/ROR1/PPP3R2/TLE1/APCDD1L/LGR4",69,69,174
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","41/2394","93/8545",0.440860215053763,1.57358000736609,3.46956928639917,0.000624959499265914,0.0054679450457892,0.00360358849699609,"ITGA3/LAMC3/LAMA3/LAMC2/PTGS2/RARB/COL4A4/LAMB4/LAMB1/ITGA6/GADD45B/NFKBIA/LAMA1/CDK6/BIRC2/LAMA4/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/DDB2/COL4A2/LAMC1/MYC/RB1/RXRG/PIK3R1/CDKN2B/ITGB1/ITGA2/COL4A3/PTEN/LAMB2/TRAF6/RXRA/COL4A1/FHIT/LAMA2/LAMB3/COL4A6",41,41,93
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","63/2394","157/8545",0.401273885350318,1.43228293664097,3.41042527134793,0.000640623362400235,0.0054679450457892,0.00360358849699609,"WWTR1/SNAI2/WNT8A/PALS1/FBXW11/GLI2/DLG1/AFP/TCF7/WNT11/PPP2CB/BMPR1A/BIRC2/WNT5B/BMP5/CCND3/FGF1/CCN2/CCND2/WNT1/BMP2/ID1/AMOT/AJUBA/LATS1/WNT2B/CRB1/APC/MYC/YAP1/PPP2R1B/FRMD6/SMAD4/WTIP/GDF7/CRB2/PARD3/TCF7L2/LATS2/DLG2/SAV1/TCF7L1/BMP6/FRMD1/FZD7/PPP2R2B/FZD1/WNT9B/FZD5/TGFBR2/SMAD3/CTNNB1/AXIN2/RASSF6/WNT10B/YWHAG/FZD4/SMAD2/PARD6G/CTNNA3/TEAD1/BMPR2/PPP1CB",63,63,157
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","16/2394","27/8545",0.592592592592593,2.11516445434574,3.62052717445798,0.000652828997676449,0.0054679450457892,0.00360358849699609,"ACSM3/ACSM2B/ACAT1/AACS/OXCT1/HADHA/ALDH5A1/EHHADH/ACADS/ECHS1/HMGCS2/HADH/HMGCLL1/ACSM1/ACSM5/ACSM2A",16,16,27
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","50/2394","119/8545",0.420168067226891,1.49972269609598,3.42461423112108,0.000665662875139555,0.0054679450457892,0.00360358849699609,"CASP10/CFLAR/MAP3K14/CX3CL1/SELE/FAS/TNFRSF1B/MAP2K3/TAB2/TNFRSF1A/PTGS2/EDN1/CXCL2/MAPK1/RPS6KA5/NFKBIA/JAG1/MAPK8/MAP3K8/CCL2/MAP2K6/MAPK10/BIRC2/MAPK14/IL18R1/ATF2/AKT3/CREB1/PIK3CA/CXCL6/IL1B/LIF/IL6/DAB2IP/RIPK1/PIK3R1/CREB5/VEGFC/CXCL3/IL15/VEGFD/MAP2K1/FOS/JUNB/JUN/CREB3L2/CSF1/SOCS3/MAPK11/MAP3K5",50,50,119
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","46/2394","108/8545",0.425925925925926,1.520274451561,3.39445599262393,0.000756991282950607,0.00604125133649592,0.00398141964510486,"HFE/DCN/NEO1/ROCK1/TF/MAPK1/EP300/PPP2CB/BMPR1A/SMURF2/BMP5/SMAD5/ACVR1/ID3/SMAD9/ACVR2A/FMOD/ACVR1C/BMP2/ID1/MYC/LRRC32/PPP2R1B/SMAD6/NCOR1/SMAD4/EMP3/LEFTY2/GDF7/CDKN2B/BMP6/NODAL/ZFYVE9/SKI/INHBB/TGFBR2/FBN1/SMAD3/ID4/NRROS/RGMB/SMAD2/GREM2/RGMA/SP1/BMPR2",46,46,108
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","62/2394","155/8545",0.4,1.42773600668338,3.35259048885577,0.000776130172787887,0.00604125133649592,0.00398141964510486,"CACNA1G/WNT8A/SCARB1/PDE8A/TCF7/WNT11/MAPK1/CDK6/CRHR2/AHR/RASD1/WNT5B/PDE8B/GNAI2/ATF2/RAP1A/KMT2A/CREB1/CDKN2C/ITPR2/NR4A1/CDKN1A/WNT1/RAP1B/GNAI1/PDE11A/ADCY4/LDLR/WNT2B/APC/ADCY3/USP8/RB1/CYP11A1/ARNT/CAMK2D/CREB5/EGFR/CDKN2B/CAMK2G/TCF7L2/ITPR1/CACNA1C/TCF7L1/FZD7/GNAQ/FZD1/BRAF/WNT9B/FZD5/CTNNB1/AXIN2/MAP2K1/WNT10B/MRAP/ADCY5/ADCY6/FZD4/CREB3L2/KCNA4/PLCB1/SP1",62,62,155
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","25/2394","50/8545",0.5,1.78467000835422,3.47144423566304,0.000787989304760338,0.00604125133649592,0.00398141964510486,"SELE/HGF/CD40/MET/CSF3/CCL2/CD81/KLRB1/LRP1/IL1B/CD36/IL6/IL10/GYPC/TLR4/SDC2/SELP/HBA2/CR1/HBA1/ACKR1/KLRK1/TLR9/HBB/PECAM1",25,25,50
"hsa00020","Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","17/2394","30/8545",0.566666666666667,2.02262600946811,3.50029755754424,0.000902817564242743,0.00677113173182057,0.00446243921914033,"MDH1/CS/DLD/ACO2/OGDH/DLST/ACO1/PCK1/PDHA1/SUCLA2/IDH1/DLAT/SUCLG1/IDH3A/SUCLG2/PC/SDHD",17,17,30
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","58/2394","144/8545",0.402777777777778,1.43765084006312,3.30417734756167,0.000925569802701763,0.00678119650650624,0.00446907229719404,"MAP3K14/FAS/MAP2K3/TAB2/TNFRSF1A/ALDH3A2/ACADVL/ACACB/CXCL2/TCF7/SIRT1/SCD/NFKBIA/MLYCD/PRKAG2/C5/MAPK8/MAP2K6/MAPK10/PPARGC1A/CAMKK2/ALDH2/MAPK14/AKT3/ACADM/FOXO3/IFNA8/IL1B/C3/PRKAB2/PRKAA1/LPIN3/LPIN1/IL6/TLR4/RIPK1/ALDH9A1/TCF7L2/FOXO1/TCF7L1/LY96/ACOX1/CXCL3/ALDH7A1/CTNNB1/CD14/ADH6/TRAF6/IL17RA/ADIPOQ/MAPK11/PPARA/ADH1A/ADH1B/MAP3K5/ADH5/ADH4/ADH1C",58,58,144
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","66/2394","168/8545",0.392857142857143,1.40224072084974,3.28485532603619,0.00094347081829652,0.00678119650650624,0.00446907229719404,"IL20RA/FHL1/IFNGR1/PIAS1/IL4R/JAK2/EP300/SOS2/IL7/CSF3/IL2/CCND3/GHR/IL4/IL5/LIFR/PDGFRB/SOS1/LEPR/AKT3/MPL/CCND2/IFNA8/SOCS2/PIK3CA/CNTFR/CDKN1A/STAT5A/LIF/GFAP/RAF1/IL15RA/PDGFRA/IL6/IL10/MYC/IL11RA/PIM1/AOX1/STAT4/EGF/IFNAR1/IL22RA1/MCL1/PIK3R1/TSLP/EGFR/CTF1/IL6R/JAK1/IL23R/IL15/IL22RA2/STAT6/IL13/SOCS5/STAT5B/LEP/PTPN11/SOCS3/IFNE/IL3RA/IFNLR1/PDGFA/CSF2RA/CNTF",66,66,168
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","43/2394","101/8545",0.425742574257426,1.51962000711349,3.27711942649333,0.00112011790504263,0.00772019979565643,0.00508791199347609,"SELE/EDN1/COL4A4/JAK2/MAPK1/MAPK8/CCL2/MAPK10/MAPK14/AKT3/F3/EGR1/PIK3CA/IL1B/STAT5A/NFATC1/COL4A2/IL6/PIM1/PLCE1/SMAD4/PIK3R1/VEGFC/FOXO1/PRKCA/PLCD3/TGFBR2/NOS3/VEGFD/SMAD3/COL4A3/PRKCE/VEGFB/STAT5B/SMAD2/JUN/THBD/PLCB1/MAPK11/PLCD1/COL4A1/COL4A6/PLCG2",43,43,101
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","61/2394","154/8545",0.396103896103896,1.41382948713776,3.23291854161134,0.00113799673787349,0.00772019979565643,0.00508791199347609,"ATP1A2/ADRB1/ATP2B4/PPP2R5A/PPP2R5B/ATP2B1/PPP2R3A/PPP2R5C/RAPGEF3/RAPGEF4/PPP2R3C/MAPK1/SLC8A3/RPS6KA5/PPP2CB/MYL2/MAPK14/POPDC1/GNAI2/ATF2/AKT3/CREB1/ADRA1A/POPDC2/GNAI1/ATP1B2/ADCY4/PPP1R1A/SCN7A/PPP2R1B/FXYD2/ADCY3/TPM1/CAMK2D/CREB5/CAMK2G/CACNA1C/CACNA2D1/PRKCA/GNAQ/PPP2R2B/ACTC1/MYL3/CACNG2/ADRB2/ADRA1B/ADCY5/ADCY6/SCN4B/KCNE1/CREB3L2/CACNB4/PLCB1/SLC8A1/SCN5A/MAPK11/TPM2/PLN/CALM1/PPP1CB/LOC102723475",61,61,154
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","32/2394","70/8545",0.457142857142857,1.63169829335243,3.31061516045032,0.00114124692631443,0.00772019979565643,0.00508791199347609,"TNFRSF1B/TNFRSF1A/ACSL4/ACACB/JAK2/NFKBIA/PRKAG2/MAPK8/MAPK10/PPARGC1A/CAMKK2/LEPR/AKT3/PCK1/ACSBG2/G6PC1/PRKAB2/PRKAA1/CD36/RXRG/ACSL1/G6PC2/IRS1/LEP/PTPN11/ADIPOQ/SLC2A4/SOCS3/IRS2/RXRA/PPARA/ACSL5",32,32,70
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","45/2394","107/8545",0.420560747663551,1.50112430609233,3.25414893386819,0.00118166224752967,0.00783987452687953,0.00516678229689086,"PHKA2/PYGM/ACACB/SIRT1/EP300/PYGL/PYGB/PHKB/PRKAG2/GCK/PPP3CB/PPARGC1A/GYS2/LDHB/ATF2/AKT3/CREB1/PPP3CC/ITPR2/PCK1/G6PC1/PRKAB2/PDHA1/PRKAA1/PPP3CA/SIK1/CAMK2D/CREB5/CAMK2G/FOXO1/ITPR1/G6PC2/PDE3B/GNAQ/PFKFB1/PHKG1/LDHAL6A/SIK2/LDHAL6B/CREB3L2/PLCB1/PPARA/PPP3R2/CALM1/LOC102724428",45,45,107
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","50/2394","122/8545",0.40983606557377,1.4628442691428,3.21219006917399,0.00129440570100212,0.00842584843105151,0.0055529618950637,"CFTR/IGF1/PPP2R5A/PPP2R5B/PPP2R3A/ACACB/PPP2R5C/LIPE/STRADB/PPP2R3C/SIRT1/SCD/CAB39L/MLYCD/EEF2K/PPP2CB/PRKAG2/PPARGC1A/CAMKK2/GYS2/LEPR/AKT3/CREB1/FOXO3/ADRA1A/PIK3CA/PCK1/G6PC1/PRKAB2/PPARG/PRKAA1/CD36/CAB39/PPP2R1B/PIK3R1/CREB5/FOXO1/G6PC2/PPP2R2B/PFKFB1/TSC1/EEF2/IRS1/PFKFB3/LEP/CIDEA/ADIPOQ/SLC2A4/CREB3L2/IRS2",50,50,122
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","66/2394","170/8545",0.388235294117647,1.38574377119269,3.16920844272992,0.00135306244517443,0.00864456562194776,0.0056971050323134,"MGST1/HGF/ARID1B/WNT8A/LRP6/SMARCA2/TCF7/SMARCD3/WNT11/GADD45B/GSTT2/MAPK1/SOS2/CDK6/MET/GAB1/WNT5B/SOS1/NFE2L2/GADD45A/AKT3/PIK3CA/POLK/CDKN1A/WNT1/PHF10/RAF1/GSTM5/WNT2B/DDB2/APC/MYC/SMARCC2/RB1/SMAD4/MGST3/PIK3R1/EGFR/SHC3/TCF7L2/TCF7L1/PRKCA/FZD7/FZD1/BRAF/WNT9B/LRP5/TGFA/FZD5/TGFBR2/PBRM1/SMAD3/IGF2/CTNNB1/AXIN2/MAP2K1/WNT10B/PTEN/FZD4/SMAD2/CSNK1A1L/TXNRD3/PLCG2/DPF3/GSTM2/GSTA1",66,66,170
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","44/2394","105/8545",0.419047619047619,1.49572343557306,3.18847272641082,0.00145401933334858,0.00912066672736836,0.00601087418188121,"MAP3K14/NFATC3/PTGS2/CD209/MAPK1/NFKBIA/NFATC2/CLEC4M/MAPK8/PPP3CB/MAPK10/IL2/MAPK14/CBLB/AKT3/PPP3CC/PIK3CA/EGR2/ITPR2/IL1B/RRAS/NFATC1/RAF1/RRAS2/IL6/IL10/CASP1/PPP3CA/KSR1/PIK3R1/ITPR1/MRAS/NLRP3/MALT1/IL17D/PLK3/JUN/PTPN11/EGR3/MAPK11/PPP3R2/ARHGEF12/PLCG2/CALM1",44,44,105
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","49/2394","120/8545",0.408333333333333,1.45748050682261,3.1484593552574,0.00158047324627645,0.00973684410652458,0.00641695904503222,"NGFR/RPS6KA2/IRAK3/ABL1/MAPK1/SOS2/RPS6KA5/NFKBIA/RAPGEF1/MAPK8/MAPK10/GAB1/SH2B3/MAPK14/SOS1/RAP1A/AKT3/FOXO3/PIK3CA/RAP1B/RAF1/IRAK2/SORT1/NGF/KIDINS220/MAP2K5/NTRK3/CAMK2D/PIK3R1/NTRK2/SHC3/CAMK2G/BRAF/CRK/MAP2K1/IRS1/TRAF6/RPS6KA3/JUN/PTPN11/MAPK11/NTF3/MAP3K5/PLCG2/CALM1/MAP3K3/NTF4/ARHGDIG/PSEN2",49,49,120
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","55/2394","138/8545",0.398550724637681,1.42256305013742,3.12198180425092,0.00164944782829755,0.00979920763362296,0.00645805903543115,"PRKAR2B/PHKA2/INPP5A/PYGM/ACACB/MKNK1/LIPE/SORBS1/MAPK1/SOS2/PYGL/PYGB/PHKB/PRKAG2/GCK/RAPGEF1/MAPK8/PRKAR1A/MAPK10/PPARGC1A/CBL/GYS2/PRKAR2A/CBLB/SOS1/AKT3/RHOQ/SOCS2/PIK3CA/PCK1/TRIP10/G6PC1/PRKAB2/RAF1/PRKAA1/RPS6/PIK3R1/SHC3/FOXO1/G6PC2/PDE3B/BRAF/PHKG1/TSC1/CRK/MAP2K1/IRS1/PPP1R3B/SLC2A4/EXOC7/SOCS3/IRS2/CALM1/PPP1CB/PPP1R3E",55,55,138
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","29/2394","63/8545",0.46031746031746,1.64302953150071,3.19574331146826,0.00167580652285146,0.00979920763362296,0.00645805903543115,"KMT2E/AASS/KMT2C/ALDH3A2/ACAT1/HADHA/MECOM/DLD/EZH1/ALDH2/EHHADH/SMYD1/PRDM2/KMT2A/DLST/ECHS1/BBOX1/SETDB2/HADH/PRDM16/ALDH9A1/SETD7/ALDH7A1/SETMAR/PHYKPL/SETD2/TMLHE/HYKK/COLGALT2",29,29,63
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","29/2394","63/8545",0.46031746031746,1.64302953150071,3.19574331146826,0.00167580652285146,0.00979920763362296,0.00645805903543115,"WNT8A/GLI2/TCF7/WNT11/GADD45B/GLI1/WNT5B/GADD45A/PTCH2/POLK/CDKN1A/WNT1/BMP2/WNT2B/DDB2/APC/TCF7L2/TCF7L1/FZD7/FZD1/WNT9B/FZD5/HHIP/KIF7/CTNNB1/AXIN2/WNT10B/FZD4/PTCH1",29,29,63
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","41/2394","97/8545",0.422680412371134,1.50869011015511,3.14327253746814,0.00170640076514233,0.00981180439956841,0.00646636079422358,"CACNA1G/PER3/GNB5/ADCYAP1R1/NOS1/MAPK1/RPS6KA5/RASD1/GNAI2/CREB1/KCNJ5/GRIA3/GNG11/GNAI1/ADCY4/PER2/ADCY3/PRKG2/CAMK2D/CAMK2G/ITPR1/CACNA1C/GUCY1A2/GRIA4/PRKCA/GNAQ/GUCY1A1/FOS/GNG12/ADCY5/ADCY6/GNG7/PER1/PLCB1/GRIN2A/PRKG1/GNG2/RYR1/CALM1/RYR3/GRIN2B",41,41,97
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","37/2394","86/8545",0.430232558139535,1.53564628625828,3.11449501951356,0.00192744766635203,0.0109011384408434,0.00718427430426295,"PAK3/ABL1/MAPK1/SOS2/PAK5/MAPK8/MAPK10/GAB1/CBL/HBEGF/CBLB/SOS1/AKT3/PIK3CA/CDKN1A/STAT5A/RAF1/MYC/EGF/CAMK2D/PIK3R1/EGFR/SHC3/CAMK2G/PRKCA/NRG1/BRAF/NCK1/NRG2/TGFA/CRK/MAP2K1/STAT5B/BTC/JUN/NRG3/PLCG2",37,37,86
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","52/2394","130/8545",0.4,1.42773600668338,3.0657748412341,0.00198379356345925,0.0110388512805394,0.00727503242287263,"GNB5/EDN1/COL4A4/NOS1/MAPK1/SOS2/NFKBIA/MAPK8/ACTA2/MAPK10/MAPK14/GNAI2/SOS1/ATF2/AKT3/CREB1/PIK3CA/GNG11/GNAI1/ADCY4/RAF1/RXFP2/COL4A2/EDNRB/ARRB1/ADCY3/PIK3R1/CREB5/EGFR/SHC3/VEGFC/PRKCA/TGFBR2/NOS3/VEGFD/COL4A3/MAP2K1/FOS/GNG12/ADCY5/VEGFB/ADCY6/SMAD2/GNG7/JUN/CREB3L2/PLCB1/MAPK11/GNG2/COL4A1/COL4A6/INSL3",52,52,130
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","39/2394","92/8545",0.423913043478261,1.51308978969162,3.08675159325929,0.00205040616231394,0.0112284146983859,0.00739996208955407,"ADRB1/MAPK1/SOS2/TUBB1/HTR2A/TJP1/PDGFRB/GNAI2/SOS1/ITPR2/GNAI1/ADCY4/RAF1/PDGFRA/TUBB2A/TUBB2B/MAP2K5/ADCY3/PRKG2/EGF/PDGFC/EGFR/DRD2/ITPR1/GUCY1A2/PRKCA/GNAQ/GUCY1A1/TUBA1A/MAP2K1/PDGFD/ADCY5/ADCY6/TUBB6/PLCB1/DRD1/PRKG1/PDGFA/LPAR1",39,39,92
