"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","76/3832","189/8545",0.402116402116402,0.896681799604555,-1.29509960103944,0.91493637345034,1,0.870620354921887,"CASR/MAPK9/CYBA/ATG5/CASP8/VDAC3/HSP90AA1/TRAF5/ATG16L1/DNM1L/OAS1/HSP90AB1/ITPR3/MAP1LC3A/XIAP/PYCARD/RIPK2/IKBKB/GSDMD/NFKBIB/TYK2/YWHAE/PANX1/OAS3/OAS2/ERBIN/STAT1/GBP3/GBP1/PKN1/RBCK1/IRF3/TRAF2/TICAM1/RIPK3/TXN/CASP5/PLCB2/PSTPIP1/TRPM2/NLRP12/PLCB3/IL18/GBP5/MCU/MAPK13/TAB3/AIM2/PRKCD/CAMP/CTSB/NOD2/NLRP7/FADD/CXCL8/PYDC1/STAT2/MFN1/BCL2L1/IFNB1/MYD88/RELA/NLRP6/SHARPIN/TBK1/IRF7/BRCC3/CARD9/MAPK12/VDAC1/GPSM3/IRF9/TNF/IKBKE/IKBKG/CCL5",76,76,189
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","25/3832","67/8545",0.373134328358209,0.832054497865578,-1.24438200625414,0.915120678192722,1,0.870620354921887,"CAMK2B/CAMK2A/ARAF/ITPR3/GRIN2D/RPS6KA1/GRIA2/PRKCG/MAP2K2/KRAS/PLCB2/PRKACB/CALM2/PLCB3/CAMK4/CALM3/GRIN2C/ADCY1/GRM5/CALML6/PPP1CA/HRAS/GRIN1/CALML5/NRAS",25,25,67
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","38/3832","99/8545",0.383838383838384,0.855923535986166,-1.30010895665004,0.920184967030186,1,0.870620354921887,"WAS/MAPK9/DGKA/SLC44A1/DGKD/HIF1A/TSC2/PIK3R2/RHEB/RPS6KB1/SLC22A2/PIK3R3/LYPLA1/PRKCG/MAP2K2/RAC2/SLC44A2/KRAS/RAC1/SLC44A5/PDPK1/PLPP2/AKT1/PIP5K1A/DGKQ/DGKZ/PLA2G4D/PLA2G4F/RAC3/HRAS/RPS6KB2/GRB2/PIP5K1C/EIF4EBP1/SLC22A4/SLC22A5/SLC44A4/NRAS",38,38,99
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","38/3832","99/8545",0.383838383838384,0.855923535986166,-1.30010895665004,0.920184967030186,1,0.870620354921887,"ITGA2B/CACNG3/CACNA2D2/CACNB1/ATP2A3/CACNG5/CACNG4/ACTB/MYH7/CACNA1F/EMD/TGFB1/CACNG7/CACNG1/TNNC1/ITGA4/PRKAG3/SLC8A2/TGFB3/TNNI3/CACNG6/AGT/ITGA11/ITGAV/ITGB7/CACNG8/TPM3/CACNA1D/ITGA5/PRKAA2/TPM4/CACNB3/ATP2A2/PRKAG1/ACTG1/ATP2A1/MYH6/TNF",38,38,99
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","14/3832","40/8545",0.35,0.780467118997912,-1.25483627159646,0.922613081335466,1,0.870620354921887,"SI/GPI/G6PC3/HKDC1/HK1/HK3/AGL/GYG1/PGM2L1/PGM2/GAA/ENPP1/AMY2A/MGAM",14,14,40
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","35/3832","92/8545",0.380434782608696,0.848333824997731,-1.31877851571008,0.923540253486951,1,0.870620354921887,"GNAI3/TUBA3D/ADCY2/GNAS/ITPR3/TUBB4A/ADCY7/TUBA1B/PRKCG/MAP2K2/TUBA4A/KRAS/PLCB2/CSNK1D/PRKACB/HTR2C/PLCB3/TUBA3E/GJA1/ADCY9/ADCY1/TUBA1C/GRM5/CDK1/TUBB8B/HRAS/GRB2/TUBAL3/TUBB4B/TUBB/SRC/TUBA3C/NRAS/TUBB3/TUBB8",35,35,92
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","54/3832","138/8545",0.391304347826087,0.87257193428338,-1.36075130809697,0.926645198350307,1,0.870620354921887,"BAD/PPP1R3F/MAPK9/PHKA1/PRKCZ/SREBF1/ARAF/GSK3B/PCK2/TSC2/IKBKB/PIK3R2/RHEB/RPS6KB1/PRKAG3/PIK3R3/ELK1/MAP2K2/FBP2/PPP1R3D/KRAS/EIF4E2/FLOT1/PDPK1/G6PC3/RPTOR/AKT1/PRKACB/PKLR/CALM2/EIF4E/HKDC1/HK1/PHKG2/CALM3/SHC1/HK3/SH2B2/PRKAA2/PRKCI/FBP1/INPPL1/CALML6/PPP1CA/HRAS/RPS6KB2/EIF4E1B/GRB2/CALML5/PRKAG1/SOCS1/EIF4EBP1/PTPN1/NRAS",54,54,138
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","59/3832","150/8545",0.393333333333333,0.877096381350035,-1.36928736091633,0.927326147506125,1,0.870620354921887,"E2F2/BAK1/CDH1/CTNNA2/FGF22/FGF4/MLH1/ARAF/GSK3B/BAX/E2F1/AXIN1/CCNE1/TGFB1/FGF21/PIK3R2/WNT2/DVL1/WNT3/RPS6KB1/CCND1/CDKN1B/E2F3/WNT5A/PIK3R3/TGFB3/CDK2/MAP2K2/GADD45G/KRAS/REG4/WNT10A/FGF5/LEF1/TP53/ERBB2/AKT1/WNT9A/WNT3A/WNT7A/SHC1/DVL3/WNT4/TERT/SHH/FZD6/CDX2/FRAT1/JUP/HRAS/CCNE2/RPS6KB2/GRB2/FZD2/FRAT2/FGF3/WNT7B/MUC2/NRAS",59,59,150
"hsa00053","Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","10/3832","30/8545",0.333333333333333,0.74330201809325,-1.26994644228263,0.928652917007517,1,0.870620354921887,"MIOX/UGT2B10/UGDH/AKR1A1/UGT2A3/ALDH1B1/UGT2B4/UGT1A6/GUSB/UGT2B17",10,10,30
"hsa03272",NA,NA,"hsa03272","Virion - Hepatitis viruses","17/3832","48/8545",0.354166666666667,0.789758394224078,-1.31704654884761,0.92941144118767,1,0.870620354921887,"LAMP2/CD9/TSG101/CHMP4B/EPCAM/CHMP1A/CLDN12/CLDN14/CLDN3/CLDN7/CLDN6/LAMP1/CLDN4/OCLN/CLDN9/CLDN25/CLDN34",17,17,48
"hsa04081",NA,NA,"hsa04081","Hormone signaling","88/3832","219/8545",0.401826484018265,0.896035309482274,-1.40534958386146,0.930237290386271,1,0.870620354921887,"GIPR/GNA15/GNAI3/DRD4/PRLH/ADCY2/GNB1/OPRK1/GNAO1/GNAS/THPO/ESR1/MLN/AMH/PIK3R2/HAMP/VIPR2/GHRHR/GNRHR/CCKBR/CALCA/OPRM1/SLC16A10/PRLR/GNB4/OPRD1/PIK3R3/STK11/GHRH/GNA13/CRHR1/ADCY7/IAPP/GHSR/OPRL1/GNRH2/GNG13/GNGT1/MCHR1/EPO/RAMP1/CGA/AMHR2/AGT/HCRTR2/PLCB2/ITGAV/SLC40A1/BMPR1B/IGF1R/PRKACB/UCN2/PLCB3/MCHR2/GNA14/GHRL/GIP/ADIPOR1/SSTR5/ADCY9/GNG3/CCKAR/UCN/ADCY1/GNGT2/GNG8/PNOC/GNG4/TRH/GNB2/GNG5/CALCB/MC5R/UCN3/SSTR2/HEPHL1/MC2R/CCK/EPOR/SRC/AVPR1B/DIO2/DIO1/CSH2/GCGR/GNG10/MC1R/SSTR3",88,88,219
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","27/3832","73/8545",0.36986301369863,0.824759773500729,-1.35580400513949,0.930677712323357,1,0.870620354921887,"BAD/E2F2/BAK1/CDH1/FGF22/FGF4/ARAF/BAX/E2F1/FGF21/PIK3R2/CCND1/E2F3/PIK3R3/MAP2K2/GADD45G/KRAS/CDK4/MDM2/FGF5/IGF1R/TP53/AKT1/CDKN2A/HRAS/FGF3/NRAS",27,27,73
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","29/3832","78/8545",0.371794871794872,0.829067635565548,-1.36741856444692,0.931690238287045,1,0.870620354921887,"MAPK9/GNAI3/PYCARD/IL23A/IL12B/IRF1/IRF3/TICAM1/CALM2/MAPK13/CALM3/ITGB2/ITGA5/CASP3/CASP7/C2/CXCL8/CALML6/ITGAM/CFL1/MYD88/RELA/CALML5/IRAK1/SFTPA2/MAPK12/C4B/TNF/C4A",29,29,78
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","149/3832","362/8545",0.411602209944751,0.917834259910726,-1.44040105654108,0.932802501854586,1,0.870620354921887,"BAD/ITGA2B/BRCA1/IBSP/COL9A2/KITLG/CREB3L3/LPAR2/ERBB3/FGFR3/FGF22/PPP2R2C/FGF4/GNB1/HSP90AA1/GSK3B/COL9A3/HSP90AB1/EFNA2/OSM/IL2RB/TCL1A/PCK2/TSC2/SGK3/IKBKB/CCNE1/CDC37/FGF21/PPP2R1A/JAK3/PIK3R2/COMP/RHEB/CREB3/RPS6KB1/COL1A1/YWHAE/VTN/CCND1/CDKN1B/COL9A1/VEGFA/PRLR/PPP2CA/GNB4/ITGA4/FN1/TNR/ARTN/PIK3R3/FASLG/STK11/MYB/SPP1/CSF3R/FLT3/PKN1/CDK2/PSPN/MAP2K2/GNG13/GNGT1/YWHAH/EPO/LAMA5/KRAS/YWHAQ/IL2RA/CDK4/MDM2/EIF4E2/RAC1/CHAD/THBS1/ITGA11/ITGAV/FGF5/COL2A1/ITGB7/IGF1R/PDPK1/G6PC3/PIK3R5/TP53/RPTOR/ERBB2/COL6A1/COL6A2/AKT1/CREB3L4/EFNA3/IL2RG/EIF4E/BCL2L11/PPP2R5E/PIK3AP1/CREB3L1/THEM4/CRTC2/FGFR4/ITGA5/GNG3/PRKAA2/COL6A3/COL1A2/YWHAZ/SYK/RET/HSP90B1/YWHAB/GNGT2/PPP2R3B/GNG8/MLST8/DDIT4/GNG4/GDNF/THBS3/EFNA1/PTK2/NRTN/LPAR3/BCL2L1/IFNB1/GNB2/COL6A5/RELA/GNG5/HRAS/CCNE2/RPS6KB2/EIF4E1B/CD19/GRB2/F2R/LPAR5/THBS2/FGF3/EPOR/EIF4EBP1/CSH2/TCL1B/NRAS/ATF6B/GNG10/EFNA4/IKBKG/PIK3R6",149,149,362
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","35/3832","93/8545",0.376344086021505,0.839211955911734,-1.4057566042508,0.935370264926289,1,0.870620354921887,"MAPK9/CAMK2B/CAMK2A/CDC42/ADCY2/GNAS/ITPR3/CACNA1F/GNRHR/ADCY7/GNRH2/ELK1/MAP2K2/KRAS/CGA/PLCB2/PRKACB/CALM2/PLCB3/MAPK13/MMP14/CACNA1D/PLA2G4D/CALM3/ADCY9/PRKCD/ADCY1/PLA2G4F/CALML6/HRAS/GRB2/CALML5/MAPK12/SRC/NRAS",35,35,93
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","11/3832","33/8545",0.333333333333333,0.74330201809325,-1.33216575998672,0.935814617440626,1,0.870620354921887,"BCAT1/IDH3G/BCAT2/AGXT2/GOT1/GOT2/NAGS/DHTKD1/IDH2/OGDHL/BCKDHA",11,11,33
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","18/3832","51/8545",0.352941176470588,0.787025666216382,-1.37546922631692,0.936556908403568,1,0.870620354921887,"OSBPL5/SOAT1/VDAC3/APOH/TSPO/APOC3/APOA1/APOE/APOC1/STARD3/CYP27A1/NCEH1/LDLRAP1/APOA2/LRPAP1/PCSK9/VDAC1/APOC2",18,18,51
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","37/3832","98/8545",0.377551020408163,0.84190330620766,-1.41931642525253,0.936726770777592,1,0.870620354921887,"MTMR7/PI4K2B/MTMR1/DGKA/DGKD/SYNJ2/ITPR3/CDIPT/PIK3R2/MTMR4/PLCD4/PIK3R3/OCRL/PRKCG/IPPK/ITPKA/PLCB2/IMPA2/PI4KB/PIP5K1A/CALM2/DGKQ/DGKZ/PLCB3/PIP4K2A/PI4K2A/CALM3/IP6K3/CDS1/MTMR14/INPPL1/PIP4P1/PIP4K2C/CALML6/CALML5/PIP5K1C/PI4KA",37,37,98
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","39/3832","103/8545",0.378640776699029,0.844333360358352,-1.43313182084202,0.938118298806721,1,0.870620354921887,"SERPINB3/GNA15/RAB7A/GNAS/TGFB1/PIK3R2/HSPB1/RAB5C/COL1A1/IFNG/IL12B/FN1/IL1R2/PRDX1/PIK3R3/TGFB3/PRKCG/LAMA5/PLCB2/PRKACB/PLCB3/GNA14/CD1A/CD1B/CD1E/ITGB2/CASP3/COL1A2/ADCY1/COL3A1/PTK2/CXCL8/ITGAM/RELA/C8G/MUC2/SERPINB4/TNF/SERPINB10",39,39,103
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","32/3832","86/8545",0.372093023255814,0.829732485313395,-1.43092265671141,0.939091063795962,1,0.870620354921887,"ITGA2B/CACNG3/CACNA2D2/CTNNA2/CACNB1/ATP2A3/CACNG5/CACNG4/ACTB/ACTN2/DSP/CACNA1F/EMD/CACNG7/CACNG1/ITGA4/SLC8A2/CACNG6/ITGA11/ITGAV/LEF1/ITGB7/CACNG8/GJA1/CACNA1D/ITGA5/CACNB3/CDH2/JUP/ATP2A2/ACTG1/ATP2A1",32,32,86
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","60/3832","154/8545",0.38961038961039,0.8687945666025,-1.48149424984277,0.941620015640826,1,0.870620354921887,"CACNG3/CACNA2D2/CAMK2B/CREB3L3/GNAI3/CACNB1/ATP2B3/ATP1B3/CAMK2A/PPP2R2C/ATP2A3/CACNG5/CACNG4/ADCY2/GNAS/SLC9A1/MYH7/CACNA1F/ATP1A3/PPP2R1A/CACNG7/CREB3/CACNG1/PPP2CA/TNNC1/SLC8A2/ADCY7/TNNI3/CACNG6/ATP1A4/AGT/PLCB2/PIK3R5/AKT1/CACNG8/PRKACB/ATP1B1/TPM3/CREB3L4/CALM2/PLCB3/PPP2R5E/MAPK13/CACNA1D/CREB3L1/CALM3/ADCY9/ADCY1/PPP2R3B/TPM4/CACNB3/CALML6/PPP1CA/ATP2A2/CALML5/MAPK12/ATP2A1/MYH6/ATF6B/PIK3R6",60,60,154
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","10/3832","31/8545",0.32258064516129,0.719324533638629,-1.41160480205274,0.946238563168351,1,0.870620354921887,"ALDH3B1/ACOX3/SMOX/GAD1/ALDH3B2/CNDP2/GAD2/ALDH1B1/CNDP1/ABAT",10,10,31
"hsa04981",NA,NA,"hsa04981","Folate transport and metabolism","10/3832","31/8545",0.32258064516129,0.719324533638629,-1.41160480205274,0.946238563168351,1,0.870620354921887,"ABCC1/SLCO1B3/ABCC5/ABCC4/MTHFS/FPGS/SLC19A1/TYMS/SHMT2/DHFR",10,10,31
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","61/3832","157/8545",0.388535031847134,0.866396619815699,-1.52346580768733,0.946318217451166,1,0.870620354921887,"SLC66A1/BCAR1/CAMK2B/SPHK2/CAMK2A/ATP2A3/RAB7A/SIRPG/HIF1A/NFATC4/SIRPB1/PLA2G15/VPS18/TGFB1/RAB5C/PANX1/PTPN6/PPARD/HAVCR1/SLC2A1/DNMT3A/DUSP4/RAB17/MAP2K2/EPO/ATP8A2/HAVCR2/RAC1/THBS1/DUSP5/ITGAV/VPS33A/SIGLEC10/ANO7/MAPK13/VPS8/XKR8/MAPKAPK2/CASP3/CASP7/ADAM9/CPT1C/PTK2/P2RY6/BSG/ATP2A2/P2RY2/SPHK1/CALR/TMEM30B/GPR132/ANO9/PBX1/EPOR/MAPK12/ATP2A1/CPT1B/VPS16/XKR9/XKR7/CD24",61,61,157
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","60/3832","155/8545",0.387096774193548,0.863189440366355,-1.54988379777625,0.949234341838277,1,0.870620354921887,"CACNG3/CACNA2D2/CAMK1G/CAMK2B/GNAI3/CACNB1/CAMK2A/CACNG5/CACNG4/ACTB/ADCY2/GNAO1/GNAS/ITPR3/NFATC4/MYLK2/CACNA1F/CACNG7/CACNG1/CCND1/PRKAG3/ADCY7/PRKCG/ELK1/MAP2K2/CACNG6/KRAS/PLCB2/MYLK3/PIK3R5/TRPM2/CACNG8/PRKACB/CALM2/PLCB3/CAMK4/CACNA1D/KCNJ6/PLA2G4D/CALM3/ADCY9/PRKAA2/KCNJ9/KCNJ3/ADCY1/CACNB3/KCNJ4/PLA2G4F/CALML6/PPP1CA/HRAS/CALML5/PRKAG1/CAMK1D/ACTG1/MYL6B/SRC/NRAS/KCNJ18/PIK3R6",60,60,155
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","45/3832","119/8545",0.378151260504202,0.843241785231838,-1.55270056974307,0.950832405148974,1,0.870620354921887,"RHBDF1/MAPK9/TRAF1/CREB3L3/CASP8/BCL3/TRAF5/DNM1L/ICAM1/MMP9/XIAP/TRADD/IKBKB/PIK3R2/CREB3/CCL20/PIK3R3/IRF1/FRMD8/TRAF2/RIPK3/RHBDF2/AKT1/CREB3L4/MMP3/MAPK13/BAG4/MMP14/CREB3L1/TAB3/RPS6KA4/CASP3/CASP7/NOD2/FADD/CXCL10/IFNB1/RELA/MAPK12/ATF6B/LTA/TNF/PGAM5/IKBKG/CCL5",45,45,119
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","21/3832","60/8545",0.35,0.780467118997912,-1.53866448220912,0.953658048332238,1,0.870620354921887,"GNAI3/ARAF/GNAO1/GNAS/ITPR3/PPP2R1A/PPP2CA/GNA13/CRHR1/GRIA2/PRKCG/MAP2K2/KRAS/PLCB2/IGF1R/CACNA1A/PLCB3/PLA2G4D/PLA2G4F/HRAS/NRAS",21,21,60
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","34/3832","93/8545",0.365591397849462,0.815234471457113,-1.61538977266537,0.958225243917287,1,0.870620354921887,"FARP2/WAS/CDH1/CTNNA2/CDC42/ACTB/NLK/CSNK2A1/WASL/MYL10/PTPN6/PDCD10/SSX2IP/MYL12B/RAC2/NECTIN2/LMO7/RAC1/CCM2/LEF1/IGF1R/ERBB2/NECTIN4/ACP1/PTPRJ/RAC3/BAIAP2/MYL11/ACTG1/PTPN1/SRC/CSNK2B/MYL5/CSNK2A3",34,34,93
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","31/3832","86/8545",0.36046511627907,0.803803345147351,-1.64883030750979,0.96158603992578,1,0.870620354921887,"BAD/MAPK9/CAMK2B/ERBB3/CAMK2A/ARAF/GSK3B/PIK3R2/RPS6KB1/CDKN1B/PIK3R3/PRKCG/ELK1/MAP2K2/PAK4/KRAS/PAK6/ERBB2/AKT1/ABL2/PAK1/SHC1/PTK2/NRG4/HRAS/RPS6KB2/GRB2/PAK2/EIF4EBP1/SRC/NRAS",31,31,86
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","53/3832","140/8545",0.378571428571429,0.844178720548762,-1.67616425601253,0.961657151236168,1,0.870620354921887,"CDH1/SPHK2/GNAI3/ADCY2/GNB1/SLC9A1/ITPR3/MYLK2/MAP1LC3A/SERPINE1/RPS6KB1/CCND1/GNB4/PRKAG3/MEF2D/SLC8A2/SPP1/GNA13/ADCY7/MAP2K2/GNG13/GNGT1/KRAS/PLCB2/MYLK3/PIK3R5/AKT1/PRKACB/ADCY10/CALM2/PLCB3/CAMK4/CALM3/ADCY9/GNG3/PRKAA2/ADCY1/GNGT2/GNG8/GNG4/CALML6/GNB2/GNG5/HRAS/RPS6KB2/SPHK1/CALML5/PRKAG1/BECN2/NRAS/BORCS8-MEF2B/GNG10/PIK3R6",53,53,140
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","37/3832","101/8545",0.366336633663366,0.816896277310403,-1.66908478716662,0.962490421319238,1,0.870620354921887,"NOX1/MAPK9/PRKCZ/CDC42/BAX/ICAM1/TGFB1/PIK3R2/SERPINE1/COL1A1/CCND1/CDKN1B/VEGFA/FN1/STAT1/PLCD4/PIK3R3/TGFB3/DIAPH1/KRAS/CDK4/AGT/RAC1/PLCB2/AKT1/PLCB3/MAPK13/PRKCD/CASP3/COL1A2/COL3A1/CXCL8/RELA/HRAS/MAPK12/NRAS/TNF",37,37,101
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","19/3832","56/8545",0.339285714285714,0.756575268416344,-1.6478781553585,0.963998491737693,1,0.870620354921887,"HHAT/GSK3B/MGRN1/IQCE/CCND1/SPOP/KIF3A/CSNK1G2/ARRB2/CSNK1D/PRKACB/SPOPL/IHH/SHH/BTRC/CSNK1G1/GRK2/SCUBE2/CSNK1E",19,19,56
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","40/3832","109/8545",0.36697247706422,0.818314148359541,-1.7213164634541,0.96631821667714,1,0.870620354921887,"MAPK9/CASP8/TOLLIP/IKBKB/TYK2/PIK3R2/IL12B/CD86/STAT1/PIK3R3/SPP1/CD80/IRF3/MAP2K2/TICAM1/IRF5/LBP/RAC1/CXCL9/AKT1/MAPK13/FADD/CXCL10/CXCL11/CXCL8/STAT2/IFNB1/MYD88/RELA/TLR6/TBK1/IRAK1/IRF7/MAPK12/IRF9/TNF/IKBKE/IKBKG/CCL5/CCL3L1",40,40,109
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","12/3832","38/8545",0.31578947368421,0.704180859246237,-1.64787590401522,0.966701210837378,1,0.870620354921887,"SIRT6/QPRT/NUDT12/NT5C/NT5DC4/NAPRT/NADK2/NADSYN1/SIRT7/ENPP1/PNP/NT5M",12,12,38
"hsa00020","Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","9/3832","30/8545",0.3,0.668971816283925,-1.63767576621706,0.967821574360251,1,0.870620354921887,"IDH3G/SDHA/FH/PCK2/ACLY/SDHC/MDH2/IDH2/OGDHL",9,9,30
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","9/3832","30/8545",0.3,0.668971816283925,-1.63767576621706,0.967821574360251,1,0.870620354921887,"PLA2G10/PLA2G3/PLA2G2D/PLAAT2/CYP2C8/PLA2G2F/PLA2G4D/PLA2G4F/PLA2G2C",9,9,30
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","35/3832","97/8545",0.360824742268041,0.804605277317435,-1.7450842328406,0.968578115592262,1,0.870620354921887,"ATP2B3/ATP1B3/ADCY2/GNAS/SLC9A1/LYZ/ITPR3/CST4/ATP1A3/MUC5B/ADCY7/PRB2/HTN1/PRKCG/ATP1A4/PRH2/PLCB2/PRKACB/ATP1B1/CALM2/PLCB3/CALM3/ADCY9/CAMP/ADCY1/SLC4A2/LPO/CALML6/CST5/CST2/CST1/CALML5/MUC5AC/AMY2A/PRB1",35,35,97
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","45/3832","122/8545",0.368852459016393,0.822506331496629,-1.78042642244743,0.97016870968773,1,0.870620354921887,"MAPK9/BCAR1/CREB3L3/GNAI3/ADCY2/GSK3B/GNAS/ITPR3/IGFALS/CACNA1F/PIK3R2/GHRHR/CREB3/STAT1/PIK3R3/GHRH/ADCY7/GHSR/PRKCG/MAP2K2/KRAS/PLCB2/AKT1/PRKACB/ADCY10/CREB3L4/PLCB3/MAPK13/GHRL/CACNA1D/CREB3L1/SHC1/SSTR5/ADCY9/ADCY1/PTK2/HRAS/GRB2/SSTR2/SOCS1/MAPK12/CSH2/NRAS/ATF6B/SSTR3",45,45,122
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","28/3832","80/8545",0.35,0.780467118997912,-1.77879434155833,0.971751540510825,1,0.870620354921887,"BAD/ERBB3/FGFR3/ARAF/GSK3B/BAX/PIK3R2/RPS6KB1/VEGFA/PIK3R3/PRKCG/MAP2K2/KRAS/EIF4E2/IGF1R/ERBB2/AKT1/EIF4E/BCL2L11/SHC1/BCL2L1/HRAS/RPS6KB2/EIF4E1B/GRB2/EIF4EBP1/SRC/NRAS",28,28,80
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","15/3832","47/8545",0.319148936170213,0.711672144982899,-1.78719449012235,0.974922764678433,1,0.870620354921887,"HAGH/PKM/ME2/FH/PCK2/AKR1A1/ACYP1/ACAT2/GLO1/LDHA/ALDH1B1/PKLR/MDH2/ACSS1/LDHC",15,15,47
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","53/3832","143/8545",0.370629370629371,0.826468677460327,-1.8869014012459,0.976340332191443,1,0.870620354921887,"NOX1/BTK/TYROBP/LCP2/MAPK9/CYBA/SPI1/ATP2A3/NFKB2/SIRPG/BLNK/TREM2/ITPR3/SIRPB1/ACP5/IKBKB/RELB/LILRB1/TGFB1/TYK2/PIK3R2/IFNG/STAT1/NCF2/PIK3R3/TRAF2/LILRB2/RAC1/AKT1/FCGR2A/FCGR1A/CAMK4/MAPK13/NCF1/IFNGR2/SQSTM1/SYK/STAT2/OSCAR/IFNB1/RELA/ATP2A2/GRB2/LCK/SOCS1/LILRB4/MAPK12/ATP2A1/FCGR3A/IRF9/TNF/LILRA4/IKBKG",53,53,143
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","9/3832","31/8545",0.290322580645161,0.647392080274766,-1.77337563264301,0.976650988029665,1,0.870620354921887,"HAO1/PCCB/ACAT2/MDH2/ACSS1/GLDC/SHMT2/AFMID/PGP",9,9,31
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","55/3832","148/8545",0.371621621621622,0.828681303955312,-1.89569380774024,0.97674089650059,1,0.870620354921887,"E2F2/BRCA1/BAK1/FGF22/FGF4/NFKB2/ARAF/PGR/GSK3B/BAX/DLL3/ESR1/E2F1/AXIN1/FGF21/PIK3R2/WNT2/DVL1/WNT3/RPS6KB1/CCND1/E2F3/WNT5A/HES1/PIK3R3/NCOA3/MAP2K2/GADD45G/KRAS/CDK4/WNT10A/FGF5/LEF1/BRCA2/IGF1R/TP53/ERBB2/AKT1/WNT9A/WNT3A/WNT7A/SHC1/DVL3/WNT4/HEYL/FZD6/FRAT1/HRAS/RPS6KB2/GRB2/FZD2/FRAT2/FGF3/WNT7B/NRAS",55,55,148
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","21/3832","63/8545",0.333333333333333,0.74330201809325,-1.84390374001768,0.976808848643894,1,0.870620354921887,"PLA2G10/PTGS1/GGT1/PLA2G3/PTGES3/PLA2G2D/PLAAT2/CYP2C8/PTGES2/PTGES/PRXL2B/PLA2G2F/PLA2G4D/PLA2G4F/ALOXE3/ALOX12B/CYP4F2/CYP4F8/CYP4F3/PLA2G2C/CYP2B6",21,21,63
