Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,System Flow,,Pressure,,Fraction,,Injection,,Run Log,,
ml,mAU,ml,mS/cm,ml,%B,ml,ml/min,ml,MPa,ml,Fraction,ml,Injection,ml,Logbook,
46.444,189.2,46.444,2.48,46.444,0,46.444,1,46.444,0,,,,,,,
46.451,189.2,46.451,2.48,46.451,0,46.451,1,46.451,0,,,,,,,
46.458,189.1933,46.458,2.48,46.458,0,46.458,1,46.458,0,,,,,,,
46.465,189.19,46.465,2.48,46.465,0,46.465,1,46.465,0,,,,,,,
46.472,189.19,46.472,2.48,46.472,0,46.472,1,46.472,0,,,,,,,
46.479,189.19,46.479,2.48,46.479,0,46.479,1,46.479,0,,,,,,,
46.486,189.19,46.486,2.48,46.486,0,46.486,1,46.486,0,,,,,,,
46.493,189.1886,46.493,2.48,46.493,0,46.493,1,46.493,0,,,,,,,
46.5,189.19,46.5,2.48,46.5,0,46.5,1,46.5,0,,,,,,,
46.507,189.19,46.507,2.48,46.507,0,46.507,1,46.507,0,,,,,,,
46.514,189.19,46.514,2.48,46.514,0,46.514,1,46.514,0,,,,,,,
46.521,189.19,46.521,2.48,46.521,0,46.521,1,46.521,0,,,,,,,
46.528,189.19,46.528,2.48,46.528,0,46.528,1,46.528,0,,,,,,,
46.535,189.19,46.535,2.48,46.535,0,46.535,1,46.535,0,,,,,,,
46.542,189.19,46.542,2.48,46.542,0,46.542,1,46.542,0,,,,,,,
46.549,189.18,46.549,2.48,46.549,0,46.549,1,46.549,0,,,,,,,
46.556,189.18,46.556,2.48,46.556,0,46.556,1,46.556,0,,,,,,,
46.562,189.17,46.562,2.48,46.562,0,46.562,1,46.562,0,,,,,,,
46.569,189.17,46.569,2.48,46.569,0,46.569,1,46.569,0.002092486,,,,,,,
46.576,189.16,46.576,2.48,46.576,0,46.576,1,46.576,0.01,,,,,,,
46.583,189.16,46.583,2.48,46.583,0,46.583,1,46.583,0.01,,,,,,,
46.59,189.16,46.59,2.48,46.59,0,46.59,1,46.59,0.01,,,,,,,
46.597,189.15,46.597,2.48,46.597,0,46.597,1,46.597,0.01,,,,,,,
46.604,189.15,46.604,2.48,46.604,0,46.604,1,46.604,0.002855491,,,,,,,
46.611,189.14,46.611,2.48,46.611,0,46.611,1,46.611,0,,,,,,,
46.618,189.14,46.618,2.48,46.618,0,46.618,1,46.618,0,,,,,,,
46.625,189.13,46.625,2.49,46.625,0,46.625,1,46.625,0,,,,,,,
46.632,189.129,46.632,2.49,46.632,0,46.632,1,46.632,0,,,,,,,
46.639,189.11,46.639,2.49,46.639,0,46.639,1,46.639,0,,,,,,,
46.646,189.1128,46.646,2.49,46.646,0,46.646,1,46.646,0,,,,,,,
46.653,189.11,46.653,2.49,46.653,0,46.653,1,46.653,0,,,,,,,
46.66,189.11,46.66,2.49,46.66,0,46.66,1,46.66,0,,,,,,,
46.667,189.11,46.667,2.49,46.667,0,46.667,1,46.667,0,,,,,,,
46.674,189.1,46.674,2.49,46.674,0,46.674,1,46.674,0,,,,,,,
46.681,189.1,46.681,2.49,46.681,0,46.681,1,46.681,0,,,,,,,
46.688,189.09,46.688,2.49,46.688,0,46.688,1,46.688,0,,,,,,,
46.695,189.09,46.695,2.49,46.695,0,46.695,1,46.695,0,,,,,,,
46.702,189.08,46.702,2.49,46.702,0,46.702,1,46.702,0,,,,,,,
46.709,189.0783,46.709,2.49,46.709,0,46.709,1,46.709,0,,,,,,,
46.716,189.06,46.716,2.49,46.716,0,46.716,1,46.716,0,,,,,,,
46.723,189.06,46.723,2.49,46.723,0,46.723,1,46.723,0,,,,,,,
46.73,189.05,46.73,2.49,46.73,0,46.73,1,46.73,0,,,,,,,
46.737,189.0444,46.737,2.49,46.737,0,46.737,1,46.737,0,,,,,,,
46.744,189.03,46.744,2.49,46.744,0,46.744,1,46.744,0,,,,,,,
46.751,189.03,46.751,2.49,46.751,0,46.751,1,46.751,0,,,,,,,
46.758,189.02,46.758,2.49,46.758,0,46.758,1,46.758,0.01,,,,,,,
46.765,189.02,46.765,2.49,46.765,0,46.765,1,46.765,0.01,,,,,,,
46.772,189.0194,46.772,2.49,46.772,0,46.772,1,46.772,0.01,,,,,,,
46.779,189.01,46.779,2.49,46.779,0,46.779,1,46.779,0.01,,,,,,,
46.786,189.01,46.786,2.49,46.786,0,46.786,1,46.786,0.01,,,,,,,
46.793,189,46.793,2.49,46.793,0,46.793,1,46.793,0.01,,,,,,,
46.8,189,46.8,2.49,46.8,0,46.8,1,46.8,0.01,,,,,,,
46.807,189,46.807,2.49,46.807,0,46.807,1,46.807,0.01,,,,,,,
46.814,189,46.814,2.49,46.814,0,46.814,1,46.814,0.01,,,,,,,
46.821,188.99,46.821,2.49,46.821,0,46.821,1,46.821,0.01,,,,,,,
46.828,188.99,46.828,2.49,46.828,0,46.828,1,46.828,0.01,,,,,,,
46.835,188.99,46.835,2.49,46.835,0,46.835,1,46.835,0.01,,,,,,,
46.842,188.99,46.842,2.49,46.842,0,46.842,1,46.842,0.01,,,,,,,
46.849,188.99,46.849,2.49,46.849,0,46.849,1,46.849,0.01,,,,,,,
46.856,188.98,46.856,2.49,46.856,0,46.856,1,46.856,0.01,,,,,,,
46.863,188.9769,46.863,2.49,46.863,0,46.863,1,46.863,0.01,,,,,,,
46.87,188.97,46.87,2.49,46.87,0,46.87,1,46.87,0.01,,,,,,,
46.877,188.97,46.877,2.49,46.877,0,46.877,1,46.877,0.01,,,,,,,
46.884,188.97,46.884,2.49,46.884,0,46.884,1,46.884,0.01,,,,,,,
46.891,188.97,46.891,2.49,46.891,0,46.891,1,46.891,0.01,,,,,,,
46.898,188.97,46.898,2.49,46.898,0,46.898,1,46.898,0.01,,,,,,,
46.905,188.961,46.905,2.49,46.905,0,46.905,1,46.905,0.01,,,,,,,
46.912,188.96,46.912,2.49,46.912,0,46.912,1,46.912,0.01,,,,,,,
46.919,188.96,46.919,2.49,46.919,0,46.919,1,46.919,0.01,,,,,,,
46.926,188.96,46.926,2.49,46.926,0,46.926,1,46.926,0.01,,,,,,,
46.933,188.96,46.933,2.49,46.933,0,46.933,1,46.933,0.01,,,,,,,
46.94,188.9638,46.94,2.49,46.94,0,46.94,1,46.94,0.01,,,,,,,
46.947,188.97,46.947,2.49,46.947,0,46.947,1,46.947,0.01,,,,,,,
46.954,188.97,46.954,2.49,46.954,0,46.954,1,46.954,0.01,,,,,,,
46.961,188.97,46.961,2.49,46.961,0,46.961,1,46.961,0.01,,,,,,,
46.968,188.9777,46.968,2.49,46.968,0,46.968,1,46.968,0.01,,,,,,,
46.975,188.98,46.975,2.49,46.975,0,46.975,1,46.975,0.01,,,,,,,
46.982,188.98,46.982,2.49,46.982,0,46.982,1,46.982,0.01,,,,,,,
46.989,188.98,46.989,2.49,46.989,0,46.989,1,46.989,0.01,,,,,,,
46.996,188.99,46.996,2.49,46.996,0,46.996,1,46.996,0.01,,,,,,,
47.003,188.99,47.003,2.49,47.003,0,47.003,1,47.003,0.01,,,,,,,
47.01,188.99,47.01,2.49,47.01,0,47.01,1,47.01,0.01,,,,,,,
47.017,188.99,47.017,2.49,47.017,0,47.017,1,47.017,0.01,,,,,,,
47.024,189,47.024,2.49,47.024,0,47.024,1,47.024,0.01,,,,,,,
47.031,189,47.031,2.49,47.031,0,47.031,1,47.031,0.01,,,,,,,
47.038,189.01,47.038,2.49,47.038,0,47.038,1,47.038,0.01,,,,,,,
47.045,189.01,47.045,2.49,47.045,0,47.045,1,47.045,0.01,,,,,,,
47.052,189.01,47.052,2.49,47.052,0,47.052,1,47.052,0.01,,,,,,,
47.059,189.0204,47.059,2.49,47.059,0,47.059,1,47.059,0.01,,,,,,,
47.066,189.03,47.066,2.49,47.066,0,47.066,1,47.066,0.01,,,,,,,
47.073,189.0325,47.073,2.49,47.073,0,47.073,1,47.073,0.01,,,,,,,
47.08,189.04,47.08,2.49,47.08,0,47.08,1,47.08,0.01,,,,,,,
47.087,189.05,47.087,2.49,47.087,0,47.087,1,47.087,0.01,,,,,,,
47.094,189.05,47.094,2.49,47.094,0,47.094,1,47.094,0.01,,,,,,,
47.101,189.0663,47.101,2.49,47.101,0,47.101,1,47.101,0.01,,,,,,,
47.108,189.07,47.108,2.49,47.108,0,47.108,1,47.108,0.01,,,,,,,
47.115,189.08,47.115,2.49,47.115,0,47.115,1,47.115,0.01,,,,,,,
47.122,189.0893,47.122,2.49,47.122,0,47.122,1,47.122,0.01,,,,,,,
47.129,189.11,47.129,2.49,47.129,0,47.129,1,47.129,0.01,,,,,,,
47.136,189.1122,47.136,2.49,47.136,0,47.136,1,47.136,0.008903002,,,,,,,
47.143,189.13,47.143,2.49,47.143,0,47.143,1,47.143,0,,,,,,,
47.15,189.14,47.15,2.49,47.15,0,47.15,1,47.15,0,,,,,,,
47.157,189.14,47.157,2.49,47.157,0,47.157,1,47.157,0,,,,,,,
47.164,189.1451,47.164,2.49,47.164,0,47.164,1,47.164,0,,,,,,,
47.171,189.15,47.171,2.49,47.171,0,47.171,1,47.171,0,,,,,,,
47.178,189.17,47.178,2.49,47.178,0,47.178,1,47.178,0,,,,,,,
47.185,189.17,47.185,2.49,47.185,0,47.185,1,47.185,0,,,,,,,
47.192,189.1991,47.192,2.49,47.192,0,47.192,1,47.192,0,,,,,,,
47.199,189.2,47.199,2.49,47.199,0,47.199,1,47.199,0,,,,,,,
47.206,189.22,47.206,2.49,47.206,0,47.206,1,47.206,0,,,,,,,
47.213,189.222,47.213,2.49,47.213,0,47.213,1,47.213,0,,,,,,,
47.22,189.24,47.22,2.49,47.22,0,47.22,1,47.22,0,,,,,,,
47.227,189.2439,47.227,2.49,47.227,0,47.227,1,47.227,0,,,,,,,
47.234,189.25,47.234,2.49,47.234,0,47.234,1,47.234,0,,,,,,,
47.241,189.2758,47.241,2.49,47.241,0,47.241,1,47.241,0,,,,,,,
47.248,189.28,47.248,2.49,47.248,0,47.248,1,47.248,0,,,,,,,
47.255,189.2977,47.255,2.49,47.255,0,47.255,1,47.255,0,,,,,,,
47.262,189.3,47.262,2.49,47.262,0,47.262,1,47.262,0,,,,,,,
47.269,189.3198,47.269,2.49,47.269,0,47.269,1,47.269,0,,,,,,,
47.276,189.32,47.276,2.49,47.276,0,47.276,1,47.276,0,,,,,,,
47.283,189.32,47.283,2.49,47.283,0,47.283,1,47.283,0,,,,,,,
47.29,189.33,47.29,2.49,47.29,0,47.29,1,47.29,0,,,,,,,
47.297,189.33,47.297,2.49,47.297,0,47.297,1,47.297,0,,,,,,,
47.304,189.3345,47.304,2.49,47.304,0,47.304,1,47.304,0,,,,,,,
47.311,189.34,47.311,2.49,47.311,0,47.311,1,47.311,0,,,,,,,
47.318,189.34,47.318,2.49,47.318,0,47.318,1,47.318,0,,,,,,,
47.325,189.34,47.325,2.49,47.325,0,47.325,1,47.325,0,,,,,,,
47.332,189.35,47.332,2.49,47.332,0,47.332,1,47.332,0,,,,,,,
47.339,189.35,47.339,2.49,47.339,0,47.339,1,47.339,0.009606936,,,,,,,
47.346,189.35,47.346,2.49,47.346,0,47.346,1,47.346,0.01,,,,,,,
47.353,189.3514,47.353,2.49,47.353,0,47.353,1,47.353,0.01,,,,,,,
47.36,189.35,47.36,2.49,47.36,0,47.36,1,47.36,0.01,,,,,,,
47.367,189.35,47.367,2.49,47.367,0,47.367,1,47.367,0.01,,,,,,,
47.374,189.35,47.374,2.49,47.374,0,47.374,1,47.374,0.01,,,,,,,
47.381,189.35,47.381,2.49,47.381,0,47.381,1,47.381,0.01,,,,,,,
47.388,189.35,47.388,2.49,47.388,0,47.388,1,47.388,0.01,,,,,,,
47.395,189.3427,47.395,2.49,47.395,0,47.395,1,47.395,0.01,,,,,,,
47.402,189.34,47.402,2.49,47.402,0,47.402,1,47.402,0.01,,,,,,,
47.409,189.33,47.409,2.49,47.409,0,47.409,1,47.409,0.01,,,,,,,
47.416,189.33,47.416,2.49,47.416,0,47.416,1,47.416,0.01,,,,,,,
47.423,189.32,47.423,2.49,47.423,0,47.423,1,47.423,0.01,,,,,,,
47.43,189.32,47.43,2.49,47.43,0,47.43,1,47.43,0.01,,,,,,,
47.437,189.32,47.437,2.49,47.437,0,47.437,1,47.437,0.01,,,,,,,
47.444,189.32,47.444,2.49,47.444,0,47.444,1,47.444,0.01,,,,,,,
47.451,189.31,47.451,2.49,47.451,0,47.451,1,47.451,0.01,,,,,,,
47.458,189.2979,47.458,2.49,47.458,0,47.458,1,47.458,0.01,,,,,,,
47.465,189.29,47.465,2.49,47.465,0,47.465,1,47.465,0.01,,,,,,,
47.472,189.28,47.472,2.49,47.472,0,47.472,1,47.472,0.01,,,,,,,
47.478,189.28,47.478,2.49,47.478,0,47.478,1,47.478,0.01,,,,,,,
47.485,189.26,47.485,2.49,47.485,0,47.485,1,47.485,0.01,,,,,,,
47.492,189.26,47.492,2.49,47.492,0,47.492,1,47.492,0.01,,,,,,,
47.499,189.26,47.499,2.49,47.499,0,47.499,1,47.499,0.01,,,,,,,
47.506,189.257,47.506,2.49,47.506,0,47.506,1,47.506,0.01,,,,,,,
47.513,189.25,47.513,2.49,47.513,0,47.513,1,47.513,0.01,,,,,,,
47.52,189.2451,47.52,2.49,47.52,0,47.52,1,47.52,0.01,,,,,,,
47.527,189.24,47.527,2.49,47.527,0,47.527,1,47.527,0.01,,,,,,,
47.534,189.2469,47.534,2.49,47.534,0,47.534,1,47.534,0.01,,,,,,,
47.541,189.24,47.541,2.49,47.541,0,47.541,1,47.541,0.01,,,,,,,
47.548,189.2213,47.548,2.49,47.548,0,47.548,1,47.548,0.01,,,,,,,
47.555,189.22,47.555,2.49,47.555,0,47.555,1,47.555,0.01,,,,,,,
47.562,189.22,47.562,2.49,47.562,0,47.562,1,47.562,0.01,,,,,,,
47.569,189.22,47.569,2.49,47.569,0,47.569,1,47.569,0.01,,,,,,,
47.576,189.22,47.576,2.49,47.576,0,47.576,1,47.576,0.01,,,,,,,
47.583,189.2163,47.583,2.49,47.583,0,47.583,1,47.583,0.01,,,,,,,
47.59,189.21,47.59,2.49,47.59,0,47.59,1,47.59,0.01,,,,,,,
47.597,189.21,47.597,2.49,47.597,0,47.597,1,47.597,0.01,,,,,,,
47.604,189.2,47.604,2.49,47.604,0,47.604,1,47.604,0.01,,,,,,,
47.611,189.2,47.611,2.49,47.611,0,47.611,1,47.611,0.01,,,,,,,
47.618,189.2,47.618,2.49,47.618,0,47.618,1,47.618,0.01,,,,,,,
47.625,189.2,47.625,2.49,47.625,0,47.625,1,47.625,0.01,,,,,,,
47.632,189.2,47.632,2.49,47.632,0,47.632,1,47.632,0.01,,,,,,,
47.639,189.2,47.639,2.49,47.639,0,47.639,1,47.639,0.01,,,,,,,
47.646,189.1976,47.646,2.49,47.646,0,47.646,1,47.646,0.01,,,,,,,
47.653,189.2,47.653,2.49,47.653,0,47.653,1,47.653,0.01,,,,,,,
47.66,189.2,47.66,2.49,47.66,0,47.66,1,47.66,0.01,,,,,,,
47.667,189.2,47.667,2.49,47.667,0,47.667,1,47.667,0.01,,,,,,,
47.674,189.1936,47.674,2.49,47.674,0,47.674,1,47.674,0.01,,,,,,,
47.681,189.19,47.681,2.49,47.681,0,47.681,1,47.681,0.01,,,,,,,
47.688,189.19,47.688,2.49,47.688,0,47.688,1,47.688,0.01,,,,,,,
47.695,189.19,47.695,2.49,47.695,0,47.695,1,47.695,0.01,,,,,,,
47.702,189.18,47.702,2.49,47.702,0,47.702,1,47.702,0.01,,,,,,,
47.709,189.18,47.709,2.49,47.709,0,47.709,1,47.709,0.01,,,,,,,
47.716,189.18,47.716,2.49,47.716,0,47.716,1,47.716,0.01,,,,,,,
47.723,189.18,47.723,2.49,47.723,0,47.723,1,47.723,0.01,,,,,,,
47.73,189.18,47.73,2.49,47.73,0,47.73,1,47.73,0.01,,,,,,,
47.737,189.18,47.737,2.49,47.737,0,47.737,1,47.737,0.01,,,,,,,
47.744,189.18,47.744,2.49,47.744,0,47.744,1,47.744,0.01,,,,,,,
47.751,189.173,47.751,2.49,47.751,0,47.751,1,47.751,0.01,,,,,,,
47.758,189.18,47.758,2.49,47.758,0,47.758,1,47.758,0.01,,,,,,,
47.765,189.171,47.765,2.49,47.765,0,47.765,1,47.765,0.01,,,,,,,
47.772,189.16,47.772,2.49,47.772,0,47.772,1,47.772,0.01,,,,,,,
47.779,189.16,47.779,2.49,47.779,0,47.779,1,47.779,0.01,,,,,,,
47.786,189.16,47.786,2.49,47.786,0,47.786,1,47.786,0.01,,,,,,,
47.793,189.16,47.793,2.49,47.793,0,47.793,1,47.793,0.01,,,,,,,
47.8,189.16,47.8,2.49,47.8,0,47.8,1,47.8,0.01,,,,,,,
47.807,189.15,47.807,2.49,47.807,0,47.807,1,47.807,0.01,,,,,,,
47.814,189.15,47.814,2.49,47.814,0,47.814,1,47.814,0.01,,,,,,,
47.821,189.15,47.821,2.49,47.821,0,47.821,1,47.821,0.01,,,,,,,
47.828,189.15,47.828,2.49,47.828,0,47.828,1,47.828,0.01,,,,,,,
47.835,189.14,47.835,2.49,47.835,0,47.835,1,47.835,0.01,,,,,,,
47.842,189.1303,47.842,2.49,47.842,0,47.842,1,47.842,0.01,,,,,,,
47.849,189.12,47.849,2.49,47.849,0,47.849,1,47.849,0.01,,,,,,,
47.856,189.11,47.856,2.49,47.856,0,47.856,1,47.856,0.01,,,,,,,
47.863,189.11,47.863,2.49,47.863,0,47.863,1,47.863,0.01,,,,,,,
47.87,189.0963,47.87,2.49,47.87,0,47.87,1,47.87,0.01,,,,,,,
47.877,189.09,47.877,2.49,47.877,0,47.877,1,47.877,0.01,,,,,,,
47.884,189.0744,47.884,2.49,47.884,0,47.884,1,47.884,0.01,,,,,,,
47.891,189.07,47.891,2.49,47.891,0,47.891,1,47.891,0.01,,,,,,,
47.898,189.07,47.898,2.49,47.898,0,47.898,1,47.898,0.01,,,,,,,
47.905,189.07,47.905,2.49,47.905,0,47.905,1,47.905,0.01,,,,,,,
47.912,189.06,47.912,2.49,47.912,0,47.912,1,47.912,0.01,,,,,,,
47.919,189.0496,47.919,2.49,47.919,0,47.919,1,47.919,0.01,,,,,,,
47.926,189.04,47.926,2.49,47.926,0,47.926,1,47.926,0.01,,,,,,,
47.933,189.0275,47.933,2.49,47.933,0,47.933,1,47.933,0.01,,,,,,,
47.94,189.02,47.94,2.49,47.94,0,47.94,1,47.94,0.01,,,,,,,
47.947,189.0056,47.947,2.49,47.947,0,47.947,1,47.947,0.01,,,,,,,
47.954,189,47.954,2.49,47.954,0,47.954,1,47.954,0.01,,,,,,,
47.961,188.98,47.961,2.49,47.961,0,47.961,1,47.961,0.01,,,,,,,
47.968,188.98,47.968,2.49,47.968,0,47.968,1,47.968,0.01,,,,,,,
47.975,188.9716,47.975,2.49,47.975,0,47.975,1,47.975,0.01,,,,,,,
47.982,188.97,47.982,2.49,47.982,0,47.982,1,47.982,0.01,,,,,,,
47.989,188.97,47.989,2.49,47.989,0,47.989,1,47.989,0.01,,,,,,,
47.996,188.9573,47.996,2.49,47.996,0,47.996,1,47.996,0.01,,,,,,,
48.003,188.94,48.003,2.49,48.003,0,48.003,1,48.003,0.01,,,,,,,
48.01,188.9268,48.01,2.49,48.01,0,48.01,1,48.01,0.01,,,,,,,
48.017,188.92,48.017,2.49,48.017,0,48.017,1,48.017,0.01,,,,,,,
48.024,188.9049,48.024,2.49,48.024,0,48.024,1,48.024,0.01,,,,,,,
48.031,188.9,48.031,2.49,48.031,0,48.031,1,48.031,0.01,,,,,,,
48.038,188.883,48.038,2.49,48.038,0,48.038,1,48.038,0.01,,,,,,,
48.045,188.88,48.045,2.49,48.045,0,48.045,1,48.045,0.01,,,,,,,
48.052,188.88,48.052,2.49,48.052,0,48.052,1,48.052,0.01,,,,,,,
48.059,188.88,48.059,2.49,48.059,0,48.059,1,48.059,0.01,,,,,,,
48.066,188.87,48.066,2.49,48.066,0,48.066,1,48.066,0.01,,,,,,,
48.073,188.87,48.073,2.49,48.073,0,48.073,1,48.073,0.01,,,,,,,
48.08,188.87,48.08,2.49,48.08,0,48.08,1,48.08,0.01,,,,,,,
48.087,188.8661,48.087,2.49,48.087,0,48.087,1,48.087,0.01,,,,,,,
48.094,188.86,48.094,2.49,48.094,0,48.094,1,48.094,0.01,,,,,,,
48.101,188.86,48.101,2.49,48.101,0,48.101,1,48.101,0.01,,,,,,,
48.108,188.86,48.108,2.49,48.108,0,48.108,1,48.108,0.01,,,,,,,
48.115,188.85,48.115,2.49,48.115,0,48.115,1,48.115,0.01,,,,,,,
48.122,188.85,48.122,2.49,48.122,0,48.122,1,48.122,0.01,,,,,,,
48.129,188.8402,48.129,2.49,48.129,0,48.129,1,48.129,0.01,,,,,,,
48.136,188.84,48.136,2.49,48.136,0,48.136,1,48.136,0.01,,,,,,,
48.143,188.84,48.143,2.49,48.143,0,48.143,1,48.143,0.01,,,,,,,
48.15,188.85,48.15,2.49,48.15,0,48.15,1,48.15,0.01,,,,,,,
48.157,188.85,48.157,2.49,48.157,0,48.157,1,48.157,0.01,,,,,,,
48.164,188.86,48.164,2.49,48.164,0,48.164,1,48.164,0.01,,,,,,,
48.171,188.87,48.171,2.49,48.171,0,48.171,1,48.171,0.01,,,,,,,
48.178,188.8932,48.178,2.49,48.178,0,48.178,1,48.178,0.01,,,,,,,
48.185,188.9,48.185,2.49,48.185,0,48.185,1,48.185,0.01,,,,,,,
48.192,188.9454,48.192,2.49,48.192,0,48.192,1,48.192,0.01,,,,,,,
48.199,188.95,48.199,2.49,48.199,0,48.199,1,48.199,0.01,,,,,,,
48.206,189.02,48.206,2.49,48.206,0,48.206,1,48.206,0.01,,,,,,,
48.213,189.031,48.213,2.49,48.213,0,48.213,1,48.213,0.01,,,,,,,
48.22,189.15,48.22,2.49,48.22,0,48.22,1,48.22,0.01,,,,,,,
48.227,189.1915,48.227,2.49,48.227,0,48.227,1,48.227,0.01,,,,,,,
48.234,189.34,48.234,2.49,48.234,0,48.234,1,48.234,0.01,,,,,,,
48.241,189.4767,48.241,2.49,48.241,0,48.241,1,48.241,0.01,,,,,,,
48.248,189.61,48.248,2.49,48.248,0,48.248,1,48.248,0.01,,,,,,,
48.255,189.8664,48.255,2.49,48.255,0,48.255,1,48.255,0.02463584,,,,,,,
48.262,189.99,48.262,2.49,48.262,0,48.262,1,48.262,0.03,,,,,,,
48.269,190.4973,48.269,2.49,48.269,0,48.269,1,48.269,0.03,,,,,,,
48.276,190.529,48.276,2.49,48.276,0,48.276,1,48.276,0.01,,,,,,,
48.283,191.2,48.283,2.49,48.283,0,48.283,1,48.283,0.01,,,,,,,
48.29,191.2984,48.29,2.49,48.29,0,48.29,1,48.29,0.01,,,,,,,
48.297,192.14,48.297,2.49,48.297,0,48.297,1,48.297,0.01,,,,,,,
48.304,192.472,48.304,2.49,48.304,0,48.304,1,48.304,0.01,,,,,,,
48.311,193.39,48.311,2.49,48.311,0,48.311,1,48.311,0.01,,,,,,,
48.318,194.1151,48.318,2.49,48.318,0,48.318,1,48.318,0.01,,,,,,,
48.325,194.98,48.325,2.49,48.325,0,48.325,1,48.325,0.01,,,,,,,
48.332,196.334,48.332,2.49,48.332,0,48.332,1,48.332,0.01,,,,,,,
48.339,196.96,48.339,2.49,48.339,0,48.339,1,48.339,0.01,,,,,,,
48.346,199.47,48.346,2.49,48.346,0,48.346,1,48.346,0.01,,,,,,,
48.353,199.5652,48.353,2.49,48.353,0,48.353,1,48.353,0.01,,,,,,,
48.36,202.57,48.36,2.49,48.36,0,48.36,1,48.36,0.01,,,,,,,
48.367,203.0885,48.367,2.49,48.367,0,48.367,1,48.367,0.01,,,,,,,
48.374,206.25,48.374,2.49,48.374,0,48.374,1,48.374,0.01,,,,,,,
48.381,207.2696,48.381,2.49,48.381,0,48.381,1,48.381,0.01,,,,,,,
48.387,210.68,48.387,2.49,48.387,0,48.387,1,48.387,0.02169473,,,,,,,
48.394,213.0552,48.394,2.49,48.394,0,48.394,1,48.394,0.03,,,,,,,
48.401,215.95,48.401,2.49,48.401,0,48.401,1,48.401,0.03,,,,,,,
48.408,219.5295,48.408,2.49,48.408,0,48.408,1,48.408,0.03,,,,,,,
48.415,222.04,48.415,2.49,48.415,0,48.415,1,48.415,0.03,,,,,,,
48.422,227.9568,48.422,2.49,48.422,0,48.422,1,48.422,0.01,,,,,,,
48.429,229.5395,48.429,2.49,48.429,0,48.429,1,48.429,0.01,,,,,,,
48.436,237.22,48.436,2.49,48.436,0,48.436,1,48.436,0.01,,,,,,,
48.443,238.8938,48.443,2.49,48.443,0,48.443,1,48.443,0.01,,,,,,,
48.45,246.42,48.45,2.49,48.45,0,48.45,1,48.45,0.01,,,,,,,
48.457,249.2539,48.457,2.49,48.457,0,48.457,1,48.457,0.01,,,,,,,
48.464,256.74,48.464,2.49,48.464,0,48.464,1,48.464,0.01,,,,,,,
48.471,262.4756,48.471,2.49,48.471,0,48.471,1,48.471,0.01,,,,,,,
48.478,268.25,48.478,2.49,48.478,0,48.478,1,48.478,0.01,,,,,,,
48.485,276.3394,48.485,2.49,48.485,0,48.485,1,48.485,0.01,,,,,,,
48.492,281.1195,48.492,2.49,48.492,0,48.492,1,48.492,0.01,,,,,,,
48.499,292.9038,48.499,2.49,48.499,0,48.499,1,48.499,0.01,,,,,,,
48.506,296.2274,48.506,2.49,48.506,0,48.506,1,48.506,0.01,,,,,,,
48.513,308.3958,48.513,2.49,48.513,0,48.513,1,48.513,0.01,,,,,,,
48.52,312.4528,48.52,2.49,48.52,0,48.52,1,48.52,0.01,,,,,,,
48.527,326.43,48.527,2.49,48.527,0,48.527,1,48.527,0.01,,,,,,,
48.534,331.874,48.534,2.49,48.534,0,48.534,1,48.534,0.01,,,,,,,
48.541,343.95,48.541,2.49,48.541,0,48.541,1,48.541,0.01,,,,,,,
48.548,351.5616,48.548,2.49,48.548,0,48.548,1,48.548,0.01,,,,,,,
48.555,362.53,48.555,2.49,48.555,0,48.555,1,48.555,0.01,,,,,,,
48.562,375.6641,48.562,2.49,48.562,0,48.562,1,48.562,0.01,,,,,,,
48.569,382.01,48.569,2.49,48.569,0,48.569,1,48.569,0.01,,,,,,,
48.576,397.0043,48.576,2.49,48.576,0,48.576,1,48.576,0.01,,,,,,,
48.583,403.5692,48.583,2.49,48.583,0,48.583,1,48.583,0.01,,,,,,,
48.59,421.6389,48.59,2.49,48.59,0,48.59,1,48.59,0.01,,,,,,,
48.597,427.4008,48.597,2.49,48.597,0,48.597,1,48.597,0.01,,,,,,,
48.604,444.0744,48.604,2.49,48.604,0,48.604,1,48.604,0.01,,,,,,,
48.611,450.7922,48.611,2.482786,48.611,0,48.611,1,48.611,0.01,,,,,,,
48.618,467.77,48.618,2.48,48.618,0,48.618,1,48.618,0.01,,,,,,,
48.625,478.0003,48.625,2.48,48.625,0,48.625,1,48.625,0.01,,,,,,,
48.632,490.53,48.632,2.48,48.632,0,48.632,1,48.632,0.01,,,,,,,
48.639,503.2111,48.639,2.48,48.639,0,48.639,1,48.639,0.01,,,,,,,
48.646,513.43,48.646,2.48,48.646,0,48.646,1,48.646,0.01,,,,,,,
48.653,531.0062,48.653,2.48,48.653,0,48.653,1,48.653,0.01,,,,,,,
48.66,536.3,48.66,2.48,48.66,0,48.66,1,48.66,0.01,,,,,,,
48.667,555.2966,48.667,2.48,48.667,0,48.667,1,48.667,0.01,,,,,,,
48.674,561.3539,48.674,2.48,48.674,0,48.674,1,48.674,0.01,,,,,,,
48.681,580.5511,48.681,2.48,48.681,0,48.681,1,48.681,0.01,,,,,,,
48.688,587.5995,48.688,2.48,48.688,0,48.688,1,48.688,0.01,,,,,,,
