Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,System Flow,,Pressure,,Fraction,,Injection,,Run Log,,
ml,mAU,ml,mS/cm,ml,%B,ml,ml/min,ml,MPa,ml,Fraction,ml,Injection,ml,Logbook,
9.533,190.5,9.533,0.3,9.533,0,9.533,5,9.533,0.03,,,,,,,
9.54,190.5,9.54,0.3,9.54,0,9.54,5,9.54,0.03,,,,,,,
9.547,190.5,9.547,0.3,9.547,0,9.547,5,9.547,0.03020216,,,,,,,
9.554,190.5,9.554,0.3,9.554,0,9.554,5,9.554,0.03438981,,,,,,,
9.561,190.5,9.561,0.3,9.561,0,9.561,5,9.561,0.03857804,,,,,,,
9.568,190.5,9.568,0.3,9.568,0,9.568,5,9.568,0.04,,,,,,,
9.575,190.5,9.575,0.3,9.575,0,9.575,5,9.575,0.04,,,,,,,
9.582,190.5,9.582,0.3,9.582,0,9.582,5,9.582,0.04,,,,,,,
9.589,190.5,9.589,0.3,9.589,0,9.589,5,9.589,0.04,,,,,,,
9.596,190.5,9.596,0.3,9.596,0,9.596,5,9.596,0.04,,,,,,,
9.603,190.5,9.603,0.3,9.603,0,9.603,5,9.603,0.04,,,,,,,
9.61,190.5,9.61,0.3,9.61,0,9.61,5,9.61,0.04,,,,,,,
9.617,190.4978,9.617,0.3,9.617,0,9.617,5,9.617,0.04,,,,,,,
9.624,190.4936,9.624,0.3,9.624,0,9.624,5,9.624,0.04,,,,,,,
9.631,190.49,9.631,0.3,9.631,0,9.631,5,9.631,0.04,,,,,,,
9.638,190.49,9.638,0.3,9.638,0,9.638,5,9.638,0.04,,,,,,,
9.645,190.49,9.645,0.3,9.645,0,9.645,5,9.645,0.04,,,,,,,
9.652,190.49,9.652,0.3,9.652,0,9.652,5,9.652,0.04,,,,,,,
9.659,190.49,9.659,0.3,9.659,0,9.659,5,9.659,0.04,,,,,,,
9.666,190.49,9.666,0.3,9.666,0,9.666,5,9.666,0.04,,,,,,,
9.673,190.49,9.673,0.3,9.673,0,9.673,5,9.673,0.04,,,,,,,
9.68,190.49,9.68,0.3,9.68,0,9.68,5,9.68,0.04,,,,,,,
9.687,190.4859,9.687,0.3,9.687,0,9.687,5,9.687,0.04,,,,,,,
9.694,190.4817,9.694,0.3,9.694,0,9.694,5,9.694,0.04,,,,,,,
9.701,190.48,9.701,0.3,9.701,0,9.701,5,9.701,0.04,,,,,,,
9.708,190.48,9.708,0.3,9.708,0,9.708,5,9.708,0.04,,,,,,,
9.715,190.48,9.715,0.3,9.715,0,9.715,5,9.715,0.04,,,,,,,
9.722,190.48,9.722,0.3,9.722,0,9.722,5,9.722,0.04,,,,,,,
9.729,190.48,9.729,0.3,9.729,0,9.729,5,9.729,0.04,,,,,,,
9.736,190.48,9.736,0.3,9.736,0,9.736,5,9.736,0.04,,,,,,,
9.743,190.48,9.743,0.3,9.743,0,9.743,5,9.743,0.04,,,,,,,
9.75,190.48,9.75,0.3,9.75,0,9.75,5,9.75,0.04,,,,,,,
9.757,190.48,9.757,0.3,9.757,0,9.757,5,9.757,0.04,,,,,,,
9.764,190.48,9.764,0.3,9.764,0,9.764,5,9.764,0.04,,,,,,,
9.771,190.48,9.771,0.3,9.771,0,9.771,5,9.771,0.04,,,,,,,
9.778,190.48,9.778,0.3,9.778,0,9.778,5,9.778,0.04,,,,,,,
9.785,190.48,9.785,0.3,9.785,0,9.785,5,9.785,0.04,,,,,,,
9.792,190.48,9.792,0.3,9.792,0,9.792,5,9.792,0.04,,,,,,,
9.799,190.4787,9.799,0.3,9.799,0,9.799,5,9.799,0.04,,,,,,,
9.806,190.4745,9.806,0.3,9.806,0,9.806,5,9.806,0.04,,,,,,,
9.813,190.4704,9.813,0.3,9.813,0,9.813,5,9.813,0.04,,,,,,,
9.82,190.47,9.82,0.3,9.82,0,9.82,5,9.82,0.04,,,,,,,
9.827,190.47,9.827,0.3,9.827,0,9.827,5,9.827,0.04,,,,,,,
9.834,190.47,9.834,0.3,9.834,0,9.834,5,9.834,0.04,,,,,,,
9.841,190.47,9.841,0.3,9.841,0,9.841,5,9.841,0.04,,,,,,,
9.848,190.47,9.848,0.3,9.848,0,9.848,5,9.848,0.04,,,,,,,
9.855,190.47,9.855,0.3,9.855,0,9.855,5,9.855,0.04,,,,,,,
9.861,190.47,9.861,0.3,9.861,0,9.861,5,9.861,0.04,,,,,,,
9.868,190.47,9.868,0.3,9.868,0,9.868,5,9.868,0.04,,,,,,,
9.875,190.47,9.875,0.3,9.875,0,9.875,5,9.875,0.04,,,,,,,
9.882,190.47,9.882,0.3,9.882,0,9.882,5,9.882,0.04,,,,,,,
9.889,190.47,9.889,0.3,9.889,0,9.889,5,9.889,0.04,,,,,,,
9.896,190.47,9.896,0.3,9.896,0,9.896,5,9.896,0.04,,,,,,,
9.903,190.47,9.903,0.3,9.903,0,9.903,5,9.903,0.04,,,,,,,
9.91,190.47,9.91,0.3,9.91,0,9.91,5,9.91,0.04,,,,,,,
9.917,190.47,9.917,0.3,9.917,0,9.917,5,9.917,0.04,,,,,,,
9.924,190.47,9.924,0.3,9.924,0,9.924,5,9.924,0.04,,,,,,,
9.931,190.47,9.931,0.3,9.931,0,9.931,5,9.931,0.04,,,,,,,
9.938,190.47,9.938,0.3,9.938,0,9.938,5,9.938,0.04,,,,,,,
9.945,190.47,9.945,0.3,9.945,0,9.945,5,9.945,0.04,,,,,,,
9.952,190.47,9.952,0.3,9.952,0,9.952,5,9.952,0.04,,,,,,,
9.959,190.47,9.959,0.3,9.959,0,9.959,5,9.959,0.04,,,,,,,
9.966,190.47,9.966,0.3,9.966,0,9.966,5,9.966,0.04,,,,,,,
9.973,190.47,9.973,0.3,9.973,0,9.973,5,9.973,0.04,,,,,,,
9.98,190.4696,9.98,0.3,9.98,0,9.98,5,9.98,0.04,,,,,,,
9.987,190.4654,9.987,0.3,9.987,0,9.987,5,9.987,0.04,,,,,,,
9.994,190.4613,9.994,0.3,9.994,0,9.994,5,9.994,0.04,,,,,,,
10.001,190.46,10.001,0.3,10.001,0,10.001,5,10.001,0.04,,,,,,,
10.008,190.46,10.008,0.3,10.008,0,10.008,5,10.008,0.04,,,,,,,
10.015,190.46,10.015,0.3,10.015,0,10.015,5,10.015,0.04,,,,,,,
10.022,190.46,10.022,0.3,10.022,0,10.022,5,10.022,0.04,,,,,,,
10.029,190.46,10.029,0.3,10.029,0,10.029,5,10.029,0.04,,,,,,,
10.036,190.46,10.036,0.3,10.036,0,10.036,5,10.036,0.04,,,,,,,
10.043,190.46,10.043,0.3,10.043,0,10.043,5,10.043,0.04,,,,,,,
10.05,190.46,10.05,0.3,10.05,0,10.05,5,10.05,0.04,,,,,,,
10.057,190.46,10.057,0.3,10.057,0,10.057,5,10.057,0.04,,,,,,,
10.064,190.4593,10.064,0.3,10.064,0,10.064,5,10.064,0.04,,,,,,,
10.071,190.4551,10.071,0.3,10.071,0,10.071,5,10.071,0.04,,,,,,,
10.078,190.4509,10.078,0.3,10.078,0,10.078,5,10.078,0.04,,,,,,,
10.085,190.45,10.085,0.3,10.085,0,10.085,5,10.085,0.04,,,,,,,
10.092,190.45,10.092,0.3,10.092,0,10.092,5,10.092,0.04,,,,,,,
10.099,190.45,10.099,0.3,10.099,0,10.099,5,10.099,0.04,,,,,,,
10.106,190.45,10.106,0.3,10.106,0,10.106,5,10.106,0.04,,,,,,,
10.113,190.4499,10.113,0.3,10.113,0,10.113,5,10.113,0.04,,,,,,,
10.12,190.4457,10.12,0.3,10.12,0,10.12,5,10.12,0.04,,,,,,,
10.127,190.4415,10.127,0.3,10.127,0,10.127,5,10.127,0.04,,,,,,,
10.134,190.4427,10.134,0.3,10.134,0,10.134,5,10.134,0.04,,,,,,,
10.141,190.4469,10.141,0.3,10.141,0,10.141,5,10.141,0.04,,,,,,,
10.148,190.45,10.148,0.3,10.148,0,10.148,5,10.148,0.04,,,,,,,
10.155,190.45,10.155,0.3,10.155,0,10.155,5,10.155,0.04,,,,,,,
10.162,190.45,10.162,0.3,10.162,0,10.162,5,10.162,0.04,,,,,,,
10.169,190.45,10.169,0.3,10.169,0,10.169,5,10.169,0.04,,,,,,,
10.176,190.45,10.176,0.3,10.176,0,10.176,5,10.176,0.04,,,,,,,
10.183,190.45,10.183,0.3,10.183,0,10.183,5,10.183,0.04,,,,,,,
10.19,190.45,10.19,0.3,10.19,0,10.19,5,10.19,0.04,,,,,,,
10.197,190.45,10.197,0.3,10.197,0,10.197,5,10.197,0.04,,,,,,,
10.204,190.45,10.204,0.3,10.204,0,10.204,5,10.204,0.04,,,,,,,
10.211,190.45,10.211,0.3,10.211,0,10.211,5,10.211,0.04,,,,,,,
10.218,190.45,10.218,0.3,10.218,0,10.218,5,10.218,0.04,,,,,,,
10.225,190.45,10.225,0.3,10.225,0,10.225,5,10.225,0.04,,,,,,,
10.232,190.4486,10.232,0.3,10.232,0,10.232,5,10.232,0.04,,,,,,,
10.239,190.4444,10.239,0.3,10.239,0,10.239,5,10.239,0.04,,,,,,,
10.246,190.4402,10.246,0.3,10.246,0,10.246,5,10.246,0.04,,,,,,,
10.253,190.436,10.253,0.3,10.253,0,10.253,5,10.253,0.04,,,,,,,
10.26,190.4318,10.26,0.3,10.26,0,10.26,5,10.26,0.04,,,,,,,
10.267,190.43,10.267,0.3,10.267,0,10.267,5,10.267,0.04,,,,,,,
10.274,190.43,10.274,0.3,10.274,0,10.274,5,10.274,0.04,,,,,,,
10.281,190.43,10.281,0.3,10.281,0,10.281,5,10.281,0.04,,,,,,,
10.288,190.43,10.288,0.3,10.288,0,10.288,5,10.288,0.04,,,,,,,
10.295,190.43,10.295,0.3,10.295,0,10.295,5,10.295,0.04,,,,,,,
10.302,190.43,10.302,0.3,10.302,0,10.302,5,10.302,0.04,,,,,,,
10.309,190.43,10.309,0.3,10.309,0,10.309,5,10.309,0.04,,,,,,,
10.316,190.4282,10.316,0.3,10.316,0,10.316,5,10.316,0.04,,,,,,,
10.323,190.424,10.323,0.3,10.323,0,10.323,5,10.323,0.04,,,,,,,
10.33,190.42,10.33,0.3,10.33,0,10.33,5,10.33,0.04,,,,,,,
10.337,190.42,10.337,0.3,10.337,0,10.337,5,10.337,0.04,,,,,,,
10.344,190.42,10.344,0.3,10.344,0,10.344,5,10.344,0.04,,,,,,,
10.351,190.42,10.351,0.3,10.351,0,10.351,5,10.351,0.04,,,,,,,
10.358,190.42,10.358,0.3,10.358,0,10.358,5,10.358,0.04,,,,,,,
10.365,190.42,10.365,0.3,10.365,0,10.365,5,10.365,0.04,,,,,,,
10.372,190.42,10.372,0.3,10.372,0,10.372,5,10.372,0.04,,,,,,,
10.379,190.42,10.379,0.3,10.379,0,10.379,5,10.379,0.04,,,,,,,
10.386,190.42,10.386,0.3,10.386,0,10.386,5,10.386,0.04,,,,,,,
10.393,190.42,10.393,0.3,10.393,0,10.393,5,10.393,0.04,,,,,,,
10.4,190.42,10.4,0.3,10.4,0,10.4,5,10.4,0.04,,,,,,,
10.407,190.42,10.407,0.3,10.407,0,10.407,5,10.407,0.04,,,,,,,
10.414,190.42,10.414,0.3,10.414,0,10.414,5,10.414,0.04,,,,,,,
10.421,190.42,10.421,0.3,10.421,0,10.421,5,10.421,0.04,,,,,,,
10.428,190.42,10.428,0.3,10.428,0,10.428,5,10.428,0.04,,,,,,,
10.435,190.4169,10.435,0.3,10.435,0,10.435,5,10.435,0.04,,,,,,,
10.442,190.4127,10.442,0.3,10.442,0,10.442,5,10.442,0.04,,,,,,,
10.449,190.4115,10.449,0.3,10.449,0,10.449,5,10.449,0.04,,,,,,,
10.456,190.4157,10.456,0.3,10.456,0,10.456,5,10.456,0.04,,,,,,,
10.463,190.4199,10.463,0.3,10.463,0,10.463,5,10.463,0.04,,,,,,,
10.47,190.42,10.47,0.3,10.47,0,10.47,5,10.47,0.04,,,,,,,
10.477,190.42,10.477,0.3,10.477,0,10.477,5,10.477,0.04,,,,,,,
10.484,190.42,10.484,0.3,10.484,0,10.484,5,10.484,0.04,,,,,,,
10.491,190.42,10.491,0.3,10.491,0,10.491,5,10.491,0.04,,,,,,,
10.498,190.42,10.498,0.3,10.498,0,10.498,5,10.498,0.04,,,,,,,
10.505,190.42,10.505,0.3,10.505,0,10.505,5,10.505,0.04,,,,,,,
10.512,190.42,10.512,0.3,10.512,0,10.512,5,10.512,0.04,,,,,,,
10.519,190.4165,10.519,0.3,10.519,0,10.519,5,10.519,0.04,,,,,,,
10.526,190.4123,10.526,0.3,10.526,0,10.526,5,10.526,0.04,,,,,,,
10.533,190.41,10.533,0.3,10.533,0,10.533,5,10.533,0.04,,,,,,,
10.54,190.41,10.54,0.3,10.54,0,10.54,5,10.54,0.04,,,,,,,
10.547,190.41,10.547,0.3,10.547,0,10.547,5,10.547,0.04,,,,,,,
10.554,190.41,10.554,0.3,10.554,0,10.554,5,10.554,0.04,,,,,,,
10.561,190.41,10.561,0.3,10.561,0,10.561,5,10.561,0.04,,,,,,,
10.568,190.4129,10.568,0.3,10.568,0,10.568,5,10.568,0.04,,,,,,,
10.575,190.4171,10.575,0.3,10.575,0,10.575,5,10.575,0.04,,,,,,,
10.582,190.4188,10.582,0.3,10.582,0,10.582,5,10.582,0.04,,,,,,,
10.589,190.4146,10.589,0.3,10.589,0,10.589,5,10.589,0.04,,,,,,,
10.596,190.4104,10.596,0.3,10.596,0,10.596,5,10.596,0.04,,,,,,,
10.603,190.41,10.603,0.3,10.603,0,10.603,5,10.603,0.04,,,,,,,
10.61,190.41,10.61,0.3,10.61,0,10.61,5,10.61,0.04,,,,,,,
10.617,190.41,10.617,0.3,10.617,0,10.617,5,10.617,0.04,,,,,,,
10.624,190.41,10.624,0.3,10.624,0,10.624,5,10.624,0.04,,,,,,,
10.631,190.41,10.631,0.3,10.631,0,10.631,5,10.631,0.04,,,,,,,
10.638,190.41,10.638,0.3,10.638,0,10.638,5,10.638,0.04,,,,,,,
10.645,190.41,10.645,0.3,10.645,0,10.645,5,10.645,0.04,,,,,,,
10.652,190.41,10.652,0.3,10.652,0,10.652,5,10.652,0.04,,,,,,,
10.659,190.41,10.659,0.3,10.659,0,10.659,5,10.659,0.04,,,,,,,
10.666,190.41,10.666,0.3,10.666,0,10.666,5,10.666,0.04,,,,,,,
10.673,190.41,10.673,0.3,10.673,0,10.673,5,10.673,0.04,,,,,,,
10.68,190.41,10.68,0.3,10.68,0,10.68,5,10.68,0.04,,,,,,,
10.687,190.41,10.687,0.3,10.687,0,10.687,5,10.687,0.04,,,,,,,
10.694,190.41,10.694,0.3,10.694,0,10.694,5,10.694,0.04,,,,,,,
10.701,190.4126,10.701,0.3,10.701,0,10.701,5,10.701,0.04,,,,,,,
10.708,190.4168,10.708,0.3,10.708,0,10.708,5,10.708,0.04,,,,,,,
10.715,190.42,10.715,0.3,10.715,0,10.715,5,10.715,0.04,,,,,,,
10.722,190.42,10.722,0.3,10.722,0,10.722,5,10.722,0.04,,,,,,,
10.729,190.42,10.729,0.3,10.729,0,10.729,5,10.729,0.04,,,,,,,
10.736,190.42,10.736,0.3,10.736,0,10.736,5,10.736,0.04,,,,,,,
10.743,190.42,10.743,0.3,10.743,0,10.743,5,10.743,0.04,,,,,,,
10.75,190.42,10.75,0.3,10.75,0,10.75,5,10.75,0.04,,,,,,,
10.757,190.42,10.757,0.3,10.757,0,10.757,5,10.757,0.04,,,,,,,
10.764,190.4196,10.764,0.3,10.764,0,10.764,5,10.764,0.04,,,,,,,
10.771,190.4155,10.771,0.3,10.771,0,10.771,5,10.771,0.04,,,,,,,
10.778,190.4113,10.778,0.3,10.778,0,10.778,5,10.778,0.04,,,,,,,
10.785,190.41,10.785,0.3,10.785,0,10.785,5,10.785,0.04,,,,,,,
10.792,190.41,10.792,0.3,10.792,0,10.792,5,10.792,0.04,,,,,,,
10.799,190.41,10.799,0.3,10.799,0,10.799,5,10.799,0.04,,,,,,,
10.806,190.41,10.806,0.3,10.806,0,10.806,5,10.806,0.04,,,,,,,
10.813,190.41,10.813,0.3,10.813,0,10.813,5,10.813,0.04,,,,,,,
10.82,190.41,10.82,0.3,10.82,0,10.82,5,10.82,0.04,,,,,,,
10.827,190.41,10.827,0.3,10.827,0,10.827,5,10.827,0.04,,,,,,,
10.834,190.41,10.834,0.3,10.834,0,10.834,5,10.834,0.04,,,,,,,
10.841,190.41,10.841,0.3,10.841,0,10.841,5,10.841,0.04,,,,,,,
10.848,190.41,10.848,0.3,10.848,0,10.848,5,10.848,0.04,,,,,,,
10.855,190.41,10.855,0.3,10.855,0,10.855,5,10.855,0.04,,,,,,,
10.862,190.41,10.862,0.3,10.862,0,10.862,5,10.862,0.04,,,,,,,
10.869,190.41,10.869,0.3,10.869,0,10.869,5,10.869,0.04,,,,,,,
10.876,190.41,10.876,0.3,10.876,0,10.876,5,10.876,0.04,,,,,,,
10.883,190.4083,10.883,0.3,10.883,0,10.883,5,10.883,0.04,,,,,,,
10.89,190.4041,10.89,0.3,10.89,0,10.89,5,10.89,0.04,,,,,,,
10.897,190.3999,10.897,0.3,10.897,0,10.897,5,10.897,0.04,,,,,,,
10.903,190.3957,10.903,0.3,10.903,0,10.903,5,10.903,0.04,,,,,,,
10.91,190.3915,10.91,0.3,10.91,0,10.91,5,10.91,0.04,,,,,,,
10.917,190.39,10.917,0.3,10.917,0,10.917,5,10.917,0.04,,,,,,,
10.924,190.39,10.924,0.3,10.924,0,10.924,5,10.924,0.04,,,,,,,
10.931,190.39,10.931,0.3,10.931,0,10.931,5,10.931,0.04,,,,,,,
10.938,190.39,10.938,0.3,10.938,0,10.938,5,10.938,0.04,,,,,,,
10.945,190.39,10.945,0.3,10.945,0,10.945,5,10.945,0.04,,,,,,,
10.952,190.39,10.952,0.3,10.952,0,10.952,5,10.952,0.04,,,,,,,
10.959,190.39,10.959,0.3,10.959,0,10.959,5,10.959,0.04,,,,,,,
10.966,190.39,10.966,0.3,10.966,0,10.966,5,10.966,0.04,,,,,,,
10.973,190.39,10.973,0.3,10.973,0,10.973,5,10.973,0.04,,,,,,,
10.98,190.39,10.98,0.3,10.98,0,10.98,5,10.98,0.04,,,,,,,
10.987,190.39,10.987,0.3,10.987,0,10.987,5,10.987,0.04,,,,,,,
10.994,190.39,10.994,0.3,10.994,0,10.994,5,10.994,0.04,,,,,,,
11.001,190.39,11.001,0.3,11.001,0,11.001,5,11.001,0.04,,,,,,,
11.008,190.39,11.008,0.3,11.008,0,11.008,5,11.008,0.04,,,,,,,
11.015,190.39,11.015,0.3,11.015,0,11.015,5,11.015,0.04,,,,,,,
11.022,190.39,11.022,0.3,11.022,0,11.022,5,11.022,0.04,,,,,,,
11.029,190.39,11.029,0.3,11.029,0,11.029,5,11.029,0.04,,,,,,,
11.036,190.39,11.036,0.3,11.036,0,11.036,5,11.036,0.04,,,,,,,
11.043,190.39,11.043,0.3,11.043,0,11.043,5,11.043,0.04,,,,,,,
11.05,190.39,11.05,0.3,11.05,0,11.05,5,11.05,0.04,,,,,,,
11.057,190.39,11.057,0.3,11.057,0,11.057,5,11.057,0.04,,,,,,,
11.064,190.39,11.064,0.3,11.064,0,11.064,5,11.064,0.04,,,,,,,
11.071,190.39,11.071,0.3,11.071,0,11.071,5,11.071,0.04,,,,,,,
11.078,190.39,11.078,0.3,11.078,0,11.078,5,11.078,0.04,,,,,,,
11.085,190.39,11.085,0.3,11.085,0,11.085,5,11.085,0.04,,,,,,,
11.092,190.39,11.092,0.3,11.092,0,11.092,5,11.092,0.04,,,,,,,
11.099,190.39,11.099,0.3,11.099,0,11.099,5,11.099,0.04,,,,,,,
11.106,190.39,11.106,0.3,11.106,0,11.106,5,11.106,0.04,,,,,,,
11.113,190.39,11.113,0.3,11.113,0,11.113,5,11.113,0.04,,,,,,,
11.12,190.39,11.12,0.3,11.12,0,11.12,5,11.12,0.04,,,,,,,
11.127,190.39,11.127,0.3,11.127,0,11.127,5,11.127,0.04,,,,,,,
11.134,190.3873,11.134,0.3,11.134,0,11.134,5,11.134,0.04,,,,,,,
11.141,190.3831,11.141,0.3,11.141,0,11.141,5,11.141,0.04,,,,,,,
11.148,190.38,11.148,0.3,11.148,0,11.148,5,11.148,0.04,,,,,,,
11.155,190.38,11.155,0.3,11.155,0,11.155,5,11.155,0.04,,,,,,,
11.162,190.38,11.162,0.3,11.162,0,11.162,5,11.162,0.04,,,,,,,
11.169,190.38,11.169,0.3,11.169,0,11.169,5,11.169,0.04,,,,,,,
11.176,190.38,11.176,0.3,11.176,0,11.176,5,11.176,0.04,,,,,,,
11.183,190.38,11.183,0.3,11.183,0,11.183,5,11.183,0.04,,,,,,,
11.19,190.38,11.19,0.3,11.19,0,11.19,5,11.19,0.04,,,,,,,
11.197,190.38,11.197,0.3,11.197,0,11.197,5,11.197,0.04,,,,,,,
11.204,190.38,11.204,0.3,11.204,0,11.204,5,11.204,0.04,,,,,,,
11.211,190.38,11.211,0.3,11.211,0,11.211,5,11.211,0.04,,,,,,,
11.218,190.38,11.218,0.3,11.218,0,11.218,5,11.218,0.04,,,,,,,
11.225,190.38,11.225,0.3,11.225,0,11.225,5,11.225,0.04,,,,,,,
11.232,190.38,11.232,0.3,11.232,0,11.232,5,11.232,0.04,,,,,,,
11.239,190.38,11.239,0.3,11.239,0,11.239,5,11.239,0.04,,,,,,,
11.246,190.38,11.246,0.3,11.246,0,11.246,5,11.246,0.04,,,,,,,
11.253,190.38,11.253,0.3,11.253,0,11.253,5,11.253,0.04,,,,,,,
11.26,190.38,11.26,0.3,11.26,0,11.26,5,11.26,0.04,,,,,,,
11.267,190.3775,11.267,0.3,11.267,0,11.267,5,11.267,0.04,,,,,,,
11.274,190.3733,11.274,0.3,11.274,0,11.274,5,11.274,0.04,,,,,,,
11.281,190.37,11.281,0.3,11.281,0,11.281,5,11.281,0.04,,,,,,,
11.288,190.37,11.288,0.3,11.288,0,11.288,5,11.288,0.04,,,,,,,
11.295,190.37,11.295,0.3,11.295,0,11.295,5,11.295,0.04,,,,,,,
11.302,190.37,11.302,0.3,11.302,0,11.302,5,11.302,0.04,,,,,,,
11.309,190.37,11.309,0.3,11.309,0,11.309,5,11.309,0.04,,,,,,,
11.316,190.37,11.316,0.3,11.316,0,11.316,5,11.316,0.04,,,,,,,
11.323,190.37,11.323,0.3,11.323,0,11.323,5,11.323,0.04,,,,,,,
11.33,190.3702,11.33,0.3,11.33,0,11.33,5,11.33,0.04,,,,,,,
11.337,190.3744,11.337,0.3,11.337,0,11.337,5,11.337,0.04,,,,,,,
11.344,190.3786,11.344,0.3,11.344,0,11.344,5,11.344,0.04,,,,,,,
11.351,190.38,11.351,0.3,11.351,0,11.351,5,11.351,0.04,,,,,,,
11.358,190.38,11.358,0.3,11.358,0,11.358,5,11.358,0.04,,,,,,,
11.365,190.38,11.365,0.3,11.365,0,11.365,5,11.365,0.04,,,,,,,
11.372,190.38,11.372,0.3,11.372,0,11.372,5,11.372,0.04,,,,,,,
11.379,190.38,11.379,0.3,11.379,0,11.379,5,11.379,0.04,,,,,,,
11.386,190.38,11.386,0.3,11.386,0,11.386,5,11.386,0.04378255,,,,,,,
11.393,190.38,11.393,0.3,11.393,0,11.393,5,11.393,0.04797053,,,,,,,
11.4,190.38,11.4,0.3,11.4,0,11.4,5,11.4,0.05,,,,,,,
11.407,190.38,11.407,0.3,11.407,0,11.407,5,11.407,0.05,,,,,,,
11.414,190.38,11.414,0.3,11.414,0,11.414,5,11.414,0.05,,,,,,,
11.421,190.38,11.421,0.3,11.421,0,11.421,5,11.421,0.05,,,,,,,
11.428,190.38,11.428,0.3,11.428,0,11.428,5,11.428,0.05,,,,,,,
11.435,190.38,11.435,0.3,11.435,0,11.435,5,11.435,0.05,,,,,,,
11.442,190.38,11.442,0.3,11.442,0,11.442,5,11.442,0.05,,,,,,,
11.449,190.38,11.449,0.3,11.449,0,11.449,5,11.449,0.05,,,,,,,
11.456,190.38,11.456,0.3,11.456,0,11.456,5,11.456,0.05,,,,,,,
11.463,190.38,11.463,0.3,11.463,0,11.463,5,11.463,0.05,,,,,,,
11.47,190.38,11.47,0.3,11.47,0,11.47,5,11.47,0.04584514,,,,,,,
11.477,190.38,11.477,0.3,11.477,0,11.477,5,11.477,0.04165715,,,,,,,
11.484,190.38,11.484,0.3,11.484,0,11.484,5,11.484,0.04,,,,,,,
11.491,190.38,11.491,0.3,11.491,0,11.491,5,11.491,0.04,,,,,,,
11.498,190.38,11.498,0.3,11.498,0,11.498,5,11.498,0.04,,,,,,,
11.505,190.38,11.505,0.3,11.505,0,11.505,5,11.505,0.04,,,,,,,
11.512,190.38,11.512,0.3,11.512,0,11.512,5,11.512,0.04,,,,,,,
11.519,190.38,11.519,0.3,11.519,0,11.519,5,11.519,0.04,,,,,,,
11.526,190.38,11.526,0.3,11.526,0,11.526,5,11.526,0.04,,,,,,,
11.533,190.38,11.533,0.3,11.533,0,11.533,5,11.533,0.04,,,,,,,
11.54,190.38,11.54,0.3,11.54,0,11.54,5,11.54,0.04,,,,,,,
11.547,190.38,11.547,0.3,11.547,0,11.547,5,11.547,0.04,,,,,,,
11.554,190.38,11.554,0.3,11.554,0,11.554,5,11.554,0.04,,,,,,,
11.561,190.38,11.561,0.3,11.561,0,11.561,5,11.561,0.04,,,,,,,
11.568,190.38,11.568,0.3,11.568,0,11.568,5,11.568,0.04,,,,,,,
11.575,190.38,11.575,0.3,11.575,0,11.575,5,11.575,0.04,,,,,,,
11.582,190.3787,11.582,0.3,11.582,0,11.582,5,11.582,0.04,,,,,,,
11.589,190.3745,11.589,0.3,11.589,0,11.589,5,11.589,0.04,,,,,,,
11.596,190.3703,11.596,0.3,11.596,0,11.596,5,11.596,0.04,,,,,,,
11.603,190.37,11.603,0.3,11.603,0,11.603,5,11.603,0.04,,,,,,,
11.61,190.37,11.61,0.3,11.61,0,11.61,5,11.61,0.04,,,,,,,
11.617,190.37,11.617,0.3,11.617,0,11.617,5,11.617,0.04,,,,,,,
11.624,190.37,11.624,0.3,11.624,0,11.624,5,11.624,0.04,,,,,,,
11.631,190.37,11.631,0.3,11.631,0,11.631,5,11.631,0.04,,,,,,,
11.638,190.37,11.638,0.3,11.638,0,11.638,5,11.638,0.04,,,,,,,
11.645,190.37,11.645,0.3,11.645,0,11.645,5,11.645,0.04,,,,,,,
11.652,190.37,11.652,0.3,11.652,0,11.652,5,11.652,0.04,,,,,,,
11.659,190.37,11.659,0.3,11.659,0,11.659,5,11.659,0.04,,,,,,,
11.666,190.3683,11.666,0.3,11.666,0,11.666,5,11.666,0.04,,,,,,,
11.673,190.3642,11.673,0.3,11.673,0,11.673,5,11.673,0.04,,,,,,,
11.68,190.36,11.68,0.3,11.68,0,11.68,5,11.68,0.04,,,,,,,
11.687,190.36,11.687,0.3,11.687,0,11.687,5,11.687,0.04,,,,,,,
11.694,190.36,11.694,0.3,11.694,0,11.694,5,11.694,0.04,,,,,,,
11.701,190.36,11.701,0.3,11.701,0,11.701,5,11.701,0.04,,,,,,,
11.708,190.36,11.708,0.3,11.708,0,11.708,5,11.708,0.04,,,,,,,
11.715,190.36,11.715,0.3,11.715,0,11.715,5,11.715,0.04,,,,,,,
11.722,190.36,11.722,0.3,11.722,0,11.722,5,11.722,0.04,,,,,,,
11.729,190.36,11.729,0.3,11.729,0,11.729,5,11.729,0.04,,,,,,,
11.736,190.36,11.736,0.3,11.736,0,11.736,5,11.736,0.04,,,,,,,
11.743,190.36,11.743,0.3,11.743,0,11.743,5,11.743,0.04,,,,,,,
11.75,190.36,11.75,0.3,11.75,0,11.75,5,11.75,0.04,,,,,,,
11.757,190.36,11.757,0.3,11.757,0,11.757,5,11.757,0.04,,,,,,,
